pred_class,confidence,cat_prob,is_cat,predicted_label,image,id,x,y,w,h,score,area,energy,mask_file,crop,gt_is_cat,best_gt_idx,max_iou
876,0.09026728570461273,0.06937613908667117,True,cat,2010_003781,0,0,0,500,375,0.6990879999962715,131079.0,0.0714285714285714,2010_003781_mask_000.png,2010_003781_crop_000.jpg,False,0,0.22262933333333335
283,0.09144564718008041,0.10504882538225502,True,cat,2010_003781,1,0,0,393,269,0.2302293333321054,43168.0,0.1532599491955969,2010_003781_mask_001.png,2010_003781_crop_001.jpg,False,0,0.3948560780196184
901,0.06732943654060364,0.0026602487196214497,False,not cat,2010_003781,2,137,247,225,119,0.0747359999996014,14013.0,0.15625,2010_003781_mask_002.png,2010_003781_crop_002.jpg,False,0,0.030686843767863053
283,0.10234019160270691,0.12768954737111926,True,cat,2010_003781,3,10,83,281,186,0.1483466666658754,27815.0,0.1573472041612483,2010_003781_mask_003.png,2010_003781_crop_003.jpg,True,0,0.7986645237821911
283,0.07453975826501846,0.08776744618080556,True,cat,2010_003781,4,0,0,500,269,0.3194186666649631,59891.0,0.161609907120743,2010_003781_mask_004.png,2010_003781_crop_004.jpg,False,0,0.3103568773234201
359,0.1446835845708847,0.0021752463653683662,False,not cat,2010_003781,5,137,225,227,141,0.0835093333328879,15658.0,0.1627906976744186,2010_003781_mask_005.png,2010_003781_crop_005.jpg,False,0,0.0677573476183582
435,0.29754525423049927,0.00889971584547311,False,not cat,2010_003781,6,10,149,490,226,0.2781919999985163,52161.0,0.1694214876033057,2010_003781_mask_006.png,2010_003781_crop_006.jpg,False,0,0.22892857718531892
896,0.2306532859802246,0.0026971143670380116,False,not cat,2010_003781,7,224,157,276,218,0.1565066666658319,29345.0,0.1731448763250883,2010_003781_mask_007.png,2010_003781_crop_007.jpg,False,0,0.03589144134986786
283,0.10234019160270691,0.12768954737111926,True,cat,2010_003781,8,10,83,281,186,0.1393493333325901,26128.0,0.1745602165087956,2010_003781_mask_008.png,2010_003781_crop_008.jpg,True,0,0.7986645237821911
896,0.2306532859802246,0.0026971143670380116,False,not cat,2010_003781,9,224,157,276,218,0.1625386666657997,30476.0,0.1762013729977116,2010_003781_mask_009.png,2010_003781_crop_009.jpg,False,0,0.03589144134986786
896,0.29219821095466614,0.0022176077764015645,False,not cat,2010_003781,10,227,157,273,218,0.1437173333325668,26947.0,0.18122555410691,2010_003781_mask_010.png,2010_003781_crop_010.jpg,False,0,0.03273940049160097
283,0.07453975826501846,0.08776744618080556,True,cat,2010_003781,11,0,0,500,269,0.2922026666651082,54788.0,0.1820580474934037,2010_003781_mask_011.png,2010_003781_crop_011.jpg,False,0,0.3103568773234201
896,0.29219821095466614,0.0022176077764015645,False,not cat,2010_003781,12,227,157,273,218,0.1561653333325004,29281.0,0.1827956989247312,2010_003781_mask_012.png,2010_003781_crop_012.jpg,False,0,0.03273940049160097
283,0.07453975826501846,0.08776744618080556,True,cat,2010_003781,13,0,0,500,269,0.2599519999986135,48741.0,0.1829268292682926,2010_003781_mask_013.png,2010_003781_crop_013.jpg,False,0,0.3103568773234201
283,0.07453975826501846,0.08776744618080556,True,cat,2010_003781,14,0,0,500,269,0.2442986666653637,45806.0,0.1850675138999205,2010_003781_mask_014.png,2010_003781_crop_014.jpg,False,0,0.3103568773234201
435,0.08223650604486465,0.022874913061968982,False,not cat,2010_003781,15,10,192,354,174,0.1228799999993446,23040.0,0.1861198738170347,2010_003781_mask_015.png,2010_003781_crop_015.jpg,False,0,0.2078662848460055
192,0.08938949555158615,0.0695545271737501,True,cat,2010_003781,16,10,0,490,269,0.2724639999985468,51087.0,0.1862378459237098,2010_003781_mask_016.png,2010_003781_crop_016.jpg,False,0,0.316690691146347
435,0.17548905313014984,0.0058243169041816145,False,not cat,2010_003781,17,137,192,227,174,0.0888053333328597,16651.0,0.1904761904761904,2010_003781_mask_017.png,2010_003781_crop_017.jpg,False,0,0.11900662525309569
192,0.08938949555158615,0.0695545271737501,True,cat,2010_003781,18,10,0,490,269,0.2468693333320167,46288.0,0.1908646003262642,2010_003781_mask_018.png,2010_003781_crop_018.jpg,False,0,0.316690691146347
283,0.07956662774085999,0.09115197649225593,True,cat,2010_003781,19,0,0,373,269,0.1884693333323281,35338.0,0.1952428146679881,2010_003781_mask_019.png,2010_003781_crop_019.jpg,False,0,0.4160279856882307
901,0.04791314899921417,0.002557939529651776,False,not cat,2010_003781,20,146,255,216,111,0.0615199999996718,11535.0,0.196078431372549,2010_003781_mask_020.png,2010_003781_crop_020.jpg,False,0,0.015435723114956737
896,0.29219821095466614,0.0022176077764015645,False,not cat,2010_003781,21,227,157,273,218,0.1410239999992478,26442.0,0.2015604681404421,2010_003781_mask_021.png,2010_003781_crop_021.jpg,False,0,0.03273940049160097
577,0.032136812806129456,0.0029699380684178323,False,not cat,2010_003781,22,253,0,140,64,0.0333973333331552,6262.0,0.2028985507246377,2010_003781_mask_022.png,2010_003781_crop_022.jpg,False,-1,0.0
252,0.15284210443496704,0.005693906685337424,False,not cat,2010_003781,23,0,221,364,145,0.100181333332799,18784.0,0.203883495145631,2010_003781_mask_023.png,2010_003781_crop_023.jpg,False,0,0.12658816237991943
896,0.2306532859802246,0.0026971143670380116,False,not cat,2010_003781,24,224,157,276,218,0.1392586666659239,26111.0,0.2041343669250646,2010_003781_mask_024.png,2010_003781_crop_024.jpg,False,0,0.03589144134986786
192,0.10879820585250854,0.05101838771952316,True,cat,2010_003781,25,10,0,425,269,0.2272853333321211,42616.0,0.2084063047285464,2010_003781_mask_025.png,2010_003781_crop_025.jpg,False,0,0.36512573802755305
283,0.07453975826501846,0.08776744618080556,True,cat,2010_003781,26,0,0,500,269,0.2558826666653019,47978.0,0.2101105845181674,2010_003781_mask_026.png,2010_003781_crop_026.jpg,False,0,0.3103568773234201
283,0.14299999177455902,0.15835090342443436,True,cat,2010_003781,27,0,0,387,269,0.2082719999988892,39051.0,0.2111111111111111,2010_003781_mask_027.png,2010_003781_crop_027.jpg,False,0,0.4009778776788373
435,0.16237936913967133,0.006771353218937293,False,not cat,2010_003781,28,137,140,363,235,0.1813973333323658,34012.0,0.2119275825346112,2010_003781_mask_028.png,2010_003781_crop_028.jpg,False,0,0.1326581556237073
192,0.1749107539653778,0.011798905063187703,False,not cat,2010_003781,29,10,140,490,235,0.2115199999988719,39660.0,0.2142857142857142,2010_003781_mask_029.png,2010_003781_crop_029.jpg,False,0,0.24256919969904567
559,0.059731535613536835,0.004880861670244485,False,not cat,2010_003781,30,428,0,72,81,0.0168266666665769,3155.0,0.217391304347826,2010_003781_mask_030.png,2010_003781_crop_030.jpg,False,-1,0.0
896,0.29219821095466614,0.0022176077764015645,False,not cat,2010_003781,31,227,157,273,218,0.1343839999992832,25197.0,0.2206703910614525,2010_003781_mask_031.png,2010_003781_crop_031.jpg,False,0,0.03273940049160097
896,0.29219821095466614,0.0022176077764015645,False,not cat,2010_003781,32,227,157,273,218,0.1437333333325667,26950.0,0.2230769230769231,2010_003781_mask_032.png,2010_003781_crop_032.jpg,False,0,0.03273940049160097
252,0.12591984868049622,0.008725397812668234,False,not cat,2010_003781,33,0,221,364,154,0.1124746666660668,21089.0,0.2237762237762237,2010_003781_mask_033.png,2010_003781_crop_033.jpg,False,0,0.12183119594393081
192,0.09882085025310516,0.04434822441544384,False,not cat,2010_003781,34,13,0,487,269,0.2450666666653596,45950.0,0.224594363791631,2010_003781_mask_034.png,2010_003781_crop_034.jpg,False,0,0.31355790434187514
435,0.2708691358566284,0.005329536070348695,False,not cat,2010_003781,35,21,149,479,226,0.2370666666654023,44450.0,0.2253408179631114,2010_003781_mask_035.png,2010_003781_crop_035.jpg,False,0,0.22090723361306233
876,0.08727257698774338,0.022974379360675812,False,not cat,2010_003781,36,10,192,354,183,0.1210239999993545,22692.0,0.2258064516129032,2010_003781_mask_036.png,2010_003781_crop_036.jpg,False,0,0.2004034211920082
896,0.2306532859802246,0.0026971143670380116,False,not cat,2010_003781,37,224,157,276,218,0.1400906666659195,26267.0,0.2267365661861074,2010_003781_mask_037.png,2010_003781_crop_037.jpg,False,0,0.03589144134986786
359,0.1646740734577179,0.0050826431543100625,False,not cat,2010_003781,38,10,221,383,145,0.1079466666660909,20240.0,0.2280701754385964,2010_003781_mask_038.png,2010_003781_crop_038.jpg,False,0,0.12256367056325514
804,0.032909296452999115,0.0033274770248681307,False,not cat,2010_003781,39,398,206,102,169,0.0471519999997485,8841.0,0.2319391634980988,2010_003781_mask_039.png,2010_003781_crop_039.jpg,False,-1,0.0
252,0.040019746869802475,0.043791198113467544,False,not cat,2010_003781,40,13,94,241,175,0.1198719999993606,22476.0,0.2339743589743589,2010_003781_mask_040.png,2010_003781_crop_040.jpg,True,0,0.9430410521197528
896,0.2306532859802246,0.0026971143670380116,False,not cat,2010_003781,41,224,157,276,218,0.1567306666658307,29387.0,0.2357142857142857,2010_003781_mask_041.png,2010_003781_crop_041.jpg,False,0,0.03589144134986786
283,0.07730081677436829,0.08852918015327305,True,cat,2010_003781,42,13,0,380,269,0.2060106666655679,38627.0,0.2369477911646586,2010_003781_mask_042.png,2010_003781_crop_042.jpg,False,0,0.40141345507996923
111,0.33882850408554077,0.001120538858231157,False,not cat,2010_003781,43,248,195,135,101,0.0356373333331432,6682.0,0.2385786802030456,2010_003781_mask_043.png,2010_003781_crop_043.jpg,False,0,0.011341015760542032
283,0.07956662774085999,0.09115197649225593,True,cat,2010_003781,44,0,0,373,269,0.1731039999990767,32457.0,0.2431289640591966,2010_003781_mask_044.png,2010_003781_crop_044.jpg,False,0,0.4160279856882307
199,0.11635126918554306,0.006268588738748804,False,not cat,2010_003781,45,10,221,383,154,0.1252159999993321,23478.0,0.243161094224924,2010_003781_mask_045.png,2010_003781_crop_045.jpg,False,0,0.11787490011542218
283,0.11351189762353897,0.12635506654623896,True,cat,2010_003781,46,13,83,278,186,0.1308373333326355,24532.0,0.2448377581120944,2010_003781_mask_046.png,2010_003781_crop_046.jpg,True,0,0.789734750550608
456,0.027168557047843933,0.002826615876983851,False,not cat,2010_003781,47,220,0,173,63,0.0379679999997975,7119.0,0.2452830188679245,2010_003781_mask_047.png,2010_003781_crop_047.jpg,False,-1,0.0
435,0.1417030543088913,0.005900569318328053,False,not cat,2010_003781,48,137,140,363,226,0.1409599999992482,26430.0,0.2458100558659217,2010_003781_mask_048.png,2010_003781_crop_048.jpg,False,0,0.13663786374780765
283,0.0978618785738945,0.10954115306958556,True,cat,2010_003781,49,10,0,347,269,0.1704906666657573,31967.0,0.2458286985539488,2010_003781_mask_049.png,2010_003781_crop_049.jpg,False,0,0.4472001114170318
804,0.045259762555360794,0.0032579821127001196,False,not cat,2010_003781,50,400,206,100,169,0.0418773333331099,7852.0,0.2467532467532467,2010_003781_mask_050.png,2010_003781_crop_050.jpg,False,-1,0.0
283,0.0978618785738945,0.10954115306958556,True,cat,2010_003781,51,10,0,347,269,0.1610986666658074,30206.0,0.2471395881006865,2010_003781_mask_051.png,2010_003781_crop_051.jpg,False,0,0.4472001114170318
283,0.06891089677810669,0.08122308680322021,True,cat,2010_003781,52,13,0,374,269,0.2001119999989327,37521.0,0.2479838709677419,2010_003781_mask_052.png,2010_003781_crop_052.jpg,False,0,0.4078209527953873
674,0.09160037338733673,0.0019201120885554701,False,not cat,2010_003781,53,227,157,175,82,0.033919999999819,6360.0,0.2528735632183908,2010_003781_mask_053.png,2010_003781_crop_053.jpg,False,0,0.04586728320250592
435,0.3341519236564636,0.013939674652647227,False,not cat,2010_003781,54,29,152,471,223,0.1984799999989414,37215.0,0.253012048192771,2010_003781_mask_054.png,2010_003781_crop_054.jpg,False,0,0.21062355658198614
435,0.21599039435386658,0.006423389306291938,False,not cat,2010_003781,55,10,140,490,226,0.1674986666657733,31406.0,0.2543962485345838,2010_003781_mask_055.png,2010_003781_crop_055.jpg,False,0,0.25134791350375446
283,0.07453975826501846,0.08776744618080556,True,cat,2010_003781,56,0,0,500,269,0.2406933333320496,45130.0,0.2553897180762852,2010_003781_mask_056.png,2010_003781_crop_056.jpg,False,0,0.3103568773234201
283,0.10234019160270691,0.12768954737111926,True,cat,2010_003781,57,10,83,281,186,0.1231626666660097,23093.0,0.2574850299401197,2010_003781_mask_057.png,2010_003781_crop_057.jpg,True,0,0.7986645237821911
804,0.04782559722661972,0.0032621034188196063,False,not cat,2010_003781,58,384,224,108,139,0.041423999999779,7767.0,0.2579185520361991,2010_003781_mask_058.png,2010_003781_crop_058.jpg,False,-1,0.0
896,0.1728186011314392,0.0014674235426355153,False,not cat,2010_003781,59,299,206,201,169,0.072245333332948,13546.0,0.2590673575129533,2010_003781_mask_059.png,2010_003781_crop_059.jpg,False,-1,0.0
435,0.20008455216884613,0.00786363467341289,False,not cat,2010_003781,60,137,150,347,216,0.1340799999992849,25140.0,0.2591508052708638,2010_003781_mask_060.png,2010_003781_crop_060.jpg,False,0,0.13279619472892298
428,0.04189777001738548,0.0019037339952774346,False,not cat,2010_003781,61,267,0,126,130,0.0412266666664467,7730.0,0.2596685082872928,2010_003781_mask_061.png,2010_003781_crop_061.jpg,False,-1,0.0
