pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
267,0.23047414422035217,0.008164756349287927,False,not cat,0,0,497,900,121,0.0790309241278694,43957,0.1949152542372881,2_mask_000.png,2_crop_000.jpg
865,0.23090223968029022,0.012560372881125659,False,not cat,1,0,0,900,534,0.6013933836738559,334495,0.2073412698412698,2_mask_001.png,2_crop_001.jpg
865,0.23090223968029022,0.012560372881125659,False,not cat,2,0,0,900,534,0.5860050341593204,325936,0.2087583976113461,2_mask_002.png,2_crop_002.jpg
865,0.20627909898757935,0.011052831076085567,False,not cat,3,0,0,900,547,0.558928443005108,310876,0.2159234063995968,2_mask_003.png,2_crop_003.jpg
865,0.21095210313796997,0.010981681814882904,False,not cat,4,0,0,900,548,0.4428047464932707,246288,0.2425997425997426,2_mask_004.png,2_crop_004.jpg
641,0.2883150279521942,0.0021249035780783743,False,not cat,5,0,561,900,57,0.0652481121897424,36291,0.2447552447552447,2_mask_005.png,2_crop_005.jpg
228,0.6877891421318054,0.002240913934656419,False,not cat,6,156,559,744,59,0.0418069039912948,23253,0.2845528455284553,2_mask_006.png,2_crop_006.jpg
219,0.07000322639942169,0.007209988660179079,False,not cat,7,0,277,900,337,0.1571916576768119,87430,0.3125463994060876,2_mask_007.png,2_crop_007.jpg
865,0.30476808547973633,0.0033665606315480545,False,not cat,8,0,343,616,271,0.0606256742177982,33720,0.3144016227180527,2_mask_008.png,2_crop_008.jpg
641,0.40310439467430115,0.0016317410336341709,False,not cat,9,0,559,900,59,0.0588133764831736,32712,0.323943661971831,2_mask_009.png,2_crop_009.jpg
641,0.14076045155525208,0.002240510832052678,False,not cat,10,0,559,880,59,0.0568932038833928,31644,0.323943661971831,2_mask_010.png,2_crop_010.jpg
556,0.03761215880513191,0.00315082969609648,False,not cat,11,516,576,347,42,0.0191675656238418,10661,0.3333333333333333,2_mask_011.png,2_crop_011.jpg
865,0.026279574260115623,0.01789529831148684,False,not cat,12,31,0,869,299,0.2218482560226144,123392,0.3461538461538461,2_mask_012.png,2_crop_012.jpg
850,0.2922448217868805,0.008634389494545758,False,not cat,13,29,0,594,528,0.1584340165405278,88121,0.3480176211453744,2_mask_013.png,2_crop_013.jpg
623,0.023733319714665413,0.004664661406422965,False,not cat,14,516,559,384,59,0.0187144911901856,10409,0.3529411764705882,2_mask_014.png,2_crop_014.jpg
499,0.04156672954559326,0.0036807892029173672,False,not cat,15,0,561,522,57,0.0380600503415353,21169,0.3611111111111111,2_mask_015.png,2_crop_015.jpg
865,0.3162906765937805,0.009628414263715968,False,not cat,16,77,0,823,568,0.3287810140231413,182868,0.3638203156616754,2_mask_016.png,2_crop_016.jpg
499,0.05096681788563728,0.004424066923093051,False,not cat,17,0,559,640,59,0.0450323624594659,25047,0.3673469387755102,2_mask_017.png,2_crop_017.jpg
499,0.05230415239930153,0.0019776542903855443,False,not cat,18,454,242,446,25,0.0159564904710248,8875,0.3673469387755102,2_mask_018.png,2_crop_018.jpg
865,0.29957857728004456,0.008073164470260963,False,not cat,19,0,0,623,528,0.170323624595163,94734,0.3678290213723285,2_mask_019.png,2_crop_019.jpg
