id,x,y,w,h,score,area,energy,mask_file,crop
0,879,410,221,323,0.05083963785185311,40992,0.18333333333333332,7_mask_000.png,7_crop_000.jpg
1,81,0,1019,733,0.6329232295663737,510326,0.20899470899470898,7_mask_001.png,7_crop_001.jpg
2,879,316,221,417,0.06458762247294482,52077,0.2198581560283688,7_mask_002.png,7_crop_002.jpg
3,879,329,221,404,0.053507379387258455,43143,0.234375,7_mask_003.png,7_crop_003.jpg
4,850,329,250,404,0.0631514324692259,50919,0.24324324324324326,7_mask_004.png,7_crop_004.jpg
5,103,0,997,733,0.5718442267139131,461078,0.25090383224873464,7_mask_005.png,7_crop_005.jpg
6,81,0,774,733,0.4433015006815784,357434,0.2550335570469799,7_mask_006.png,7_crop_006.jpg
7,927,410,173,274,0.02939848691550366,23704,0.27710843373493976,7_mask_007.png,7_crop_007.jpg
8,850,329,250,404,0.04801066600514944,38711,0.2786885245901639,7_mask_008.png,7_crop_008.jpg
9,850,329,250,404,0.054029517549232256,43564,0.28125,7_mask_009.png,7_crop_009.jpg
10,879,273,221,460,0.07119186407035695,57402,0.2857142857142857,7_mask_010.png,7_crop_010.jpg
11,0,454,105,279,0.026740667245408977,21561,0.3,7_mask_011.png,7_crop_011.jpg
12,138,253,962,480,0.2921567654715464,235566,0.30084033613445377,7_mask_012.png,7_crop_012.jpg
13,103,251,997,482,0.31644797221838467,255152,0.30462519936204147,7_mask_013.png,7_crop_013.jpg
14,0,0,1100,733,0.6187262805399742,498879,0.305578684429642,7_mask_014.png,7_crop_014.jpg
15,138,273,962,460,0.24675306957677445,198957,0.30879345603271985,7_mask_015.png,7_crop_015.jpg
16,683,273,417,460,0.11930670966126837,96197,0.32,7_mask_016.png,7_crop_016.jpg
17,566,0,534,733,0.2878060275328193,232058,0.3250620347394541,7_mask_017.png,7_crop_017.jpg
18,920,329,180,355,0.0363499937987891,29309,0.32653061224489793,7_mask_018.png,7_crop_018.jpg
19,103,0,997,733,0.4543643805029711,366354,0.3282442748091603,7_mask_019.png,7_crop_019.jpg
20,850,329,250,355,0.04171028153287646,33631,0.3333333333333333,7_mask_020.png,7_crop_020.jpg
21,705,0,395,733,0.2507813468929049,202205,0.3333333333333333,7_mask_021.png,7_crop_021.jpg
22,566,273,534,460,0.11630534540479188,93777,0.33877551020408164,7_mask_022.png,7_crop_022.jpg
23,103,129,997,604,0.3646087064363579,293984,0.3445566778900112,7_mask_023.png,7_crop_023.jpg
24,0,0,1100,733,0.4461453553262481,359727,0.34472934472934474,7_mask_024.png,7_crop_024.jpg
25,683,273,417,460,0.09457397990810545,76255,0.35106382978723405,7_mask_025.png,7_crop_025.jpg
26,0,0,1100,733,0.4619124395380604,372440,0.3514376996805112,7_mask_026.png,7_crop_026.jpg
27,753,0,347,525,0.15235892347742483,122847,0.352112676056338,7_mask_027.png,7_crop_027.jpg
28,0,0,1100,733,0.4229678779605321,341039,0.3581081081081081,7_mask_028.png,7_crop_028.jpg
29,103,0,997,733,0.37417090412951237,301694,0.35933806146572106,7_mask_029.png,7_crop_029.jpg
30,103,0,997,733,0.39257472404763416,316533,0.3611416026344676,7_mask_030.png,7_crop_030.jpg
31,601,0,499,733,0.23320724296138756,188035,0.36470588235294116,7_mask_031.png,7_crop_031.jpg
32,0,0,1100,733,0.3698201661907853,298186,0.36489151873767256,7_mask_032.png,7_crop_032.jpg
33,138,273,962,460,0.2370594071682537,191141,0.3704414587332054,7_mask_033.png,7_crop_033.jpg
34,103,0,997,733,0.40634131216618335,327633,0.370595382746051,7_mask_034.png,7_crop_034.jpg
35,103,223,997,510,0.3315738558844951,267348,0.37066666666666664,7_mask_035.png,7_crop_035.jpg
36,138,273,962,460,0.2427880441519995,195760,0.3707865168539326,7_mask_036.png,7_crop_036.jpg
37,683,253,417,480,0.12564802182794785,101310,0.3744075829383886,7_mask_037.png,7_crop_037.jpg
38,601,0,499,733,0.254313530943502,205053,0.3746312684365782,7_mask_038.png,7_crop_038.jpg
39,784,0,316,525,0.10200421679263053,82246,0.375,7_mask_039.png,7_crop_039.jpg
40,0,0,258,733,0.09320848319472502,75154,0.375,7_mask_040.png,7_crop_040.jpg
41,267,60,833,673,0.23729753193570965,191333,0.375,7_mask_041.png,7_crop_041.jpg
42,138,231,962,502,0.2688130968618767,216744,0.38041733547351525,7_mask_042.png,7_crop_042.jpg
