epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.0707,2.9472,5.50248,4.391,0,0,0,0,3.37884,5.96473,4.1588,0,0,0
2,1.75362,2.9745,5.68914,4.28246,0,0,0,0,3.37901,5.9648,4.15873,1.17822e-06,1.17822e-06,1.17822e-06
3,2.37469,3.27099,5.46481,4.25838,0,0,0,0,3.37919,5.96487,4.15863,2.33288e-06,2.33288e-06,2.33288e-06
4,3.01018,3.39348,5.54359,4.37989,0,0,0,0,3.37937,5.96504,4.15855,3.46397e-06,3.46397e-06,3.46397e-06
5,3.67936,3.66562,5.60134,4.29329,0,0,0,0,3.37954,5.96524,4.15848,4.5715e-06,4.5715e-06,4.5715e-06
6,4.36239,3.18145,5.42129,4.29419,0,0,0,0,3.3797,5.96526,4.15841,5.65548e-06,5.65548e-06,5.65548e-06
7,4.98127,3.26501,5.74726,4.27789,0,0,0,0,3.37988,5.96549,4.15834,6.71588e-06,6.71588e-06,6.71588e-06
8,5.65222,3.23547,5.4197,4.27271,0,0,0,0,3.38006,5.96564,4.15826,7.75273e-06,7.75273e-06,7.75273e-06
9,6.25932,3.21666,5.55536,4.26128,0,0,0,0,3.38023,5.96587,4.15819,8.76602e-06,8.76602e-06,8.76602e-06
10,6.91012,3.03535,5.6241,4.23461,0,0,0,0,3.38039,5.96618,4.15813,9.75574e-06,9.75574e-06,9.75574e-06
11,7.52147,2.94496,5.55201,4.23325,0,0,0,0,3.38056,5.96629,4.15806,1.07219e-05,1.07219e-05,1.07219e-05
12,8.13813,3.67844,5.55848,4.29559,0,0,0,0,3.38071,5.96641,4.158,1.16645e-05,1.16645e-05,1.16645e-05
13,8.75423,3.39512,5.402,4.28692,0,0,0,0,3.38088,5.96662,4.15792,1.25835e-05,1.25835e-05,1.25835e-05
14,9.38783,3.45264,5.3699,4.26213,0,0,0,0,3.38103,5.96741,4.15785,1.3479e-05,1.3479e-05,1.3479e-05
15,9.99307,3.41247,6.04524,4.32588,0,0,0,0,3.38119,5.96769,4.15779,1.43509e-05,1.43509e-05,1.43509e-05
16,10.596,3.19252,5.3559,4.28092,0,0,0,0,3.38136,5.96783,4.15772,1.51993e-05,1.51993e-05,1.51993e-05
17,11.1974,3.20126,5.56786,4.25439,0,0,0,0,3.38152,5.96839,4.15767,1.60241e-05,1.60241e-05,1.60241e-05
18,11.7432,3.31935,5.33392,4.28377,0,0,0,0,3.38152,5.96839,4.15767,1.68253e-05,1.68253e-05,1.68253e-05
19,12.3159,3.08786,5.61175,4.32221,0,0,0,0,3.38181,5.96865,4.15757,1.7603e-05,1.7603e-05,1.7603e-05
20,12.9482,3.23634,5.4848,4.25617,0,0,0,0,3.38181,5.96865,4.15757,1.83571e-05,1.83571e-05,1.83571e-05
21,13.5567,3.14338,5.49285,4.33714,0,0,0,0,3.38213,5.96927,4.15747,1.90876e-05,1.90876e-05,1.90876e-05
22,14.1134,2.88351,5.66531,4.25437,0,0,0,0,3.38213,5.96927,4.15747,1.97946e-05,1.97946e-05,1.97946e-05
23,14.7561,3.5678,5.54423,4.19172,0,0,0,0,3.38247,5.96953,4.15739,2.0478e-05,2.0478e-05,2.0478e-05
24,15.4997,3.67248,5.41517,4.33284,0,0,0,0,3.38247,5.96953,4.15739,2.11379e-05,2.11379e-05,2.11379e-05
25,16.2969,3.15259,5.4758,4.30519,0,0,0,0,3.38278,5.97075,4.15735,2.17741e-05,2.17741e-05,2.17741e-05
26,17.137,3.11393,5.50598,4.23438,0,0,0,0,3.38278,5.97075,4.15735,2.23869e-05,2.23869e-05,2.23869e-05
27,17.9967,3.03078,5.53948,4.25765,0,0,0,0,3.38315,5.9716,4.15728,2.2976e-05,2.2976e-05,2.2976e-05
28,18.8078,3.23198,5.31285,4.42149,0,0,0,0,3.38315,5.9716,4.15728,2.35417e-05,2.35417e-05,2.35417e-05
29,19.6495,3.47736,5.62305,4.21642,0,0,0,0,3.38345,5.97205,4.15727,2.40837e-05,2.40837e-05,2.40837e-05
