pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
499,0.036940690129995346,0.002397855540039018,False,not cat,0,347,0,369,138,0.0512138310184444,35399,0.1061946902654867,8_mask_000.png,8_crop_000.jpg
782,0.0487431101500988,0.0027380740793887526,False,not cat,1,294,0,465,159,0.0637948495369447,44095,0.1194539249146757,8_mask_001.png,8_crop_001.jpg
666,0.09130069613456726,0.004519545240327716,False,not cat,2,0,290,222,222,0.0478891782406714,33101,0.1377777777777777,8_mask_002.png,8_crop_002.jpg
111,0.06419716775417328,0.0030084584723226726,False,not cat,3,468,0,248,110,0.0327213541666193,22617,0.1468531468531468,8_mask_003.png,8_crop_003.jpg
499,0.040949564427137375,0.0022551126894541085,False,not cat,4,347,0,388,138,0.0472135416665983,32634,0.1714285714285714,8_mask_004.png,8_crop_004.jpg
666,0.09130069613456726,0.004519545240327716,False,not cat,5,0,290,222,222,0.0406264467592004,28081,0.173469387755102,8_mask_005.png,8_crop_005.jpg
499,0.15732428431510925,0.0017869689618237317,False,not cat,6,347,0,369,124,0.0456655092591931,31564,0.1794871794871795,8_mask_006.png,8_crop_006.jpg
526,0.06767284870147705,0.0023670346126891673,False,not cat,7,0,0,960,720,0.5072381365733403,350603,0.183568677792041,8_mask_007.png,8_crop_007.jpg
586,0.10907575488090515,0.002630740578752011,False,not cat,8,196,350,526,346,0.137437789351653,94997,0.2121212121212121,8_mask_008.png,8_crop_008.jpg
666,0.09130069613456726,0.004519545240327716,False,not cat,9,0,290,222,222,0.0351316550925417,24283,0.2142857142857142,8_mask_009.png,8_crop_009.jpg
526,0.052631061524152756,0.002807488286634907,False,not cat,10,226,221,544,467,0.1590711805553254,109950,0.2252747252747252,8_mask_010.png,8_crop_010.jpg
669,0.08927459269762039,0.00428612602991052,False,not cat,11,0,0,251,244,0.0438049768517884,30278,0.2258064516129032,8_mask_011.png,8_crop_011.jpg
526,0.056148093193769455,0.0029236420814413577,False,not cat,12,224,221,538,467,0.1511559606479294,104479,0.235543018335684,8_mask_012.png,8_crop_012.jpg
526,0.0711413249373436,0.0031630686426069587,False,not cat,13,226,266,536,422,0.1420153356479427,98161,0.2382397572078907,8_mask_013.png,8_crop_013.jpg
680,0.038954541087150574,0.0071327984042000026,False,not cat,14,0,0,186,120,0.0215610532407095,14903,0.2421052631578947,8_mask_014.png,8_crop_014.jpg
878,0.0956311747431755,0.0026792343996930867,False,not cat,15,224,358,489,338,0.1190914351850128,82316,0.2423208191126279,8_mask_015.png,8_crop_015.jpg
666,0.08021819591522217,0.00438317097723484,False,not cat,16,0,290,222,191,0.0300173611110676,20748,0.2465753424657534,8_mask_016.png,8_crop_016.jpg
586,0.0748533383011818,0.0030816412763670087,False,not cat,17,196,350,491,348,0.129927662036849,89806,0.2483221476510067,8_mask_017.png,8_crop_017.jpg
624,0.20950226485729218,0.001302165794186294,False,not cat,18,254,0,706,720,0.2619690393514728,181073,0.248900615655233,8_mask_018.png,8_crop_018.jpg
296,0.09303968399763107,0.0064242741209454834,False,not cat,19,20,0,166,103,0.0164091435184947,11342,0.25,8_mask_019.png,8_crop_019.jpg
279,0.049165278673172,0.009124724980210885,False,not cat,20,0,0,235,120,0.0208535879629327,14414,0.2525252525252525,8_mask_020.png,8_crop_020.jpg
586,0.06423027068376541,0.003523662016959861,False,not cat,21,226,246,487,442,0.1379600694442448,95358,0.2535885167464115,8_mask_021.png,8_crop_021.jpg
526,0.08491027355194092,0.0033521068398840725,False,not cat,22,196,159,566,537,0.1671527777775359,115536,0.2537688442211055,8_mask_022.png,8_crop_022.jpg
586,0.06481098383665085,0.003029115847311914,False,not cat,23,228,358,459,340,0.1166869212961274,80654,0.2572533849129594,8_mask_023.png,8_crop_023.jpg
878,0.12979929149150848,0.003061555529711768,False,not cat,24,196,371,349,325,0.068690682870271,47479,0.2576687116564417,8_mask_024.png,8_crop_024.jpg
753,0.1842081993818283,0.011718236026354134,False,not cat,25,224,371,155,201,0.0260358796295919,17996,0.2580645161290322,8_mask_025.png,8_crop_025.jpg
624,0.08381125330924988,0.0016474782169098035,False,not cat,26,233,0,727,720,0.2690682870366477,185980,0.258312020460358,8_mask_026.png,8_crop_026.jpg
526,0.06691338866949081,0.003130532306386158,False,not cat,27,233,266,563,422,0.1404152199072042,97055,0.2678288431061806,8_mask_027.png,8_crop_027.jpg
691,0.05004275217652321,0.003442448185523972,False,not cat,28,0,0,235,173,0.0240610532407059,16631,0.2678571428571428,8_mask_028.png,8_crop_028.jpg
586,0.061964716762304306,0.002495450753485784,False,not cat,29,254,288,594,432,0.1313917824072173,90818,0.273394495412844,8_mask_029.png,8_crop_029.jpg
930,0.015620742924511433,0.009561207378283143,False,not cat,30,0,525,200,105,0.0182812499999735,12636,0.28,8_mask_030.png,8_crop_030.jpg
586,0.048918601125478745,0.0019927624380216002,False,not cat,31,196,129,653,567,0.1875462962960249,129632,0.2802690582959641,8_mask_031.png,8_crop_031.jpg
526,0.11769614368677139,0.002772539999568835,False,not cat,32,254,266,542,422,0.1241796874998203,85833,0.2811387900355871,8_mask_032.png,8_crop_032.jpg
753,0.366964727640152,0.0025346523616462946,False,not cat,33,226,399,146,188,0.0234751157407067,16226,0.2830188679245283,8_mask_033.png,8_crop_033.jpg
878,0.050283823162317276,0.002638516016304493,False,not cat,34,226,359,487,329,0.103677662036887,71662,0.2848484848484848,8_mask_034.png,8_crop_034.jpg
526,0.09080072492361069,0.0028387964121066034,False,not cat,35,233,266,529,422,0.1289308449072208,89117,0.2854700854700854,8_mask_035.png,8_crop_035.jpg
586,0.05370945855975151,0.0027236392197664827,False,not cat,36,233,304,480,384,0.1215176504627871,83993,0.2897196261682243,8_mask_036.png,8_crop_036.jpg
885,0.035586509853601456,0.005965365533484146,False,not cat,37,0,525,139,84,0.0118127893518347,8165,0.2916666666666667,8_mask_037.png,8_crop_037.jpg
878,0.22186806797981262,0.002977784810354933,False,not cat,38,226,399,319,297,0.0595876736110249,41187,0.2945454545454545,8_mask_038.png,8_crop_038.jpg
586,0.09146811068058014,0.002864882262656465,False,not cat,39,196,358,517,338,0.1114062499998388,77004,0.2998204667863555,8_mask_039.png,8_crop_039.jpg
526,0.07166851311922073,0.0032230096112471074,False,not cat,40,254,266,516,422,0.1188686342590872,82162,0.3026819923371647,8_mask_040.png,8_crop_040.jpg
666,0.09699220955371857,0.003044556942768395,False,not cat,41,0,290,222,131,0.0185517939814546,12823,0.3033707865168539,8_mask_041.png,8_crop_041.jpg
753,0.27998456358909607,0.0021653497824445367,False,not cat,42,226,421,146,166,0.0203124999999706,14040,0.3033707865168539,8_mask_042.png,8_crop_042.jpg
691,0.05004275217652321,0.003442448185523972,False,not cat,43,0,0,235,173,0.0206148726851553,14249,0.3061224489795918,8_mask_043.png,8_crop_043.jpg
753,0.0880374163389206,0.0034636054770089686,False,not cat,44,196,350,408,346,0.0899942129628327,62204,0.3075268817204301,8_mask_044.png,8_crop_044.jpg
687,0.05041438713669777,0.0025856609572656453,False,not cat,45,233,359,480,329,0.1059418402776245,73227,0.3126293995859213,8_mask_045.png,8_crop_045.jpg
624,0.07457967847585678,0.0019478263275232166,False,not cat,46,196,0,764,720,0.299820601851418,207236,0.3131014063656551,8_mask_046.png,8_crop_046.jpg
753,0.08179815858602524,0.0037394381943158805,False,not cat,47,196,350,408,348,0.0919618055554225,63564,0.314410480349345,8_mask_047.png,8_crop_047.jpg
878,0.1157974973320961,0.004102334030903876,False,not cat,48,226,421,319,267,0.0597395833332469,41292,0.3144876325088339,8_mask_048.png,8_crop_048.jpg
811,0.06079530343413353,0.002624213695526123,False,not cat,49,254,304,459,384,0.1002112268517068,69266,0.3181818181818182,8_mask_049.png,8_crop_049.jpg
526,0.039842043071985245,0.0029261056042741984,False,not cat,50,254,304,459,345,0.0932132523146799,64429,0.3188405797101449,8_mask_050.png,8_crop_050.jpg
492,0.04938672482967377,0.0021468893683049828,False,not cat,51,254,400,516,266,0.0792332175924779,54766,0.3196480938416422,8_mask_051.png,8_crop_051.jpg
878,0.16907446086406708,0.003012380824657157,False,not cat,52,226,399,319,289,0.0552199074073275,38168,0.32,8_mask_052.png,8_crop_052.jpg
526,0.03709520027041435,0.004231304861605167,False,not cat,53,254,266,542,400,0.1021180555554078,70584,0.3229398663697104,8_mask_053.png,8_crop_053.jpg
782,0.11581709235906601,0.0024370368628297,False,not cat,54,347,0,290,139,0.0188541666666393,13032,0.3333333333333333,8_mask_054.png,8_crop_054.jpg
630,0.03697018697857857,0.012146479217335582,False,not cat,55,95,603,247,117,0.0205729166666369,14220,0.3333333333333333,8_mask_055.png,8_crop_055.jpg
526,0.11769614368677139,0.002772539999568835,False,not cat,56,254,266,542,422,0.1058825231479949,73186,0.334763948497854,8_mask_056.png,8_crop_056.jpg
753,0.057209312915802,0.0036550575750879943,False,not cat,57,226,350,378,346,0.0772497106480363,53395,0.3401015228426396,8_mask_057.png,8_crop_057.jpg
885,0.16454437375068665,0.0023102412815205753,False,not cat,58,87,113,159,201,0.0202546296296003,14000,0.3411764705882353,8_mask_058.png,8_crop_058.jpg
847,0.03711062669754028,0.0016687338938936591,False,not cat,59,254,433,433,216,0.0648582175924987,44830,0.3428571428571428,8_mask_059.png,8_crop_059.jpg
753,0.1106446236371994,0.003348470781929791,False,not cat,60,224,369,321,329,0.0582421874999157,40257,0.3449477351916376,8_mask_060.png,8_crop_060.jpg
878,0.1157974973320961,0.004102334030903876,False,not cat,61,226,421,319,267,0.0518142361110361,35814,0.3467741935483871,8_mask_061.png,8_crop_061.jpg
586,0.10473542660474777,0.0016759912250563502,False,not cat,62,254,400,542,266,0.0809519675924754,55954,0.3468208092485549,8_mask_062.png,8_crop_062.jpg
728,0.09514828771352768,0.004910765070235357,False,not cat,63,0,599,169,91,0.0103891782407257,7181,0.3488372093023256,8_mask_063.png,8_crop_063.jpg
