pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
222,0.10596482455730438,0.006864753668196499,False,not cat,0,0,0,1024,1024,0.6352090835565232,666065,0.1650548033526757,3_mask_000.png,3_crop_000.jpg
285,0.21328143775463104,0.314750790130347,True,cat,1,294,0,730,247,0.0906753540038197,95080,0.1848341232227488,3_mask_001.png,3_crop_001.jpg
222,0.10596482455730438,0.006864753668196499,False,not cat,2,0,0,1024,1024,0.4486360549922479,470429,0.1858650757228086,3_mask_002.png,3_crop_002.jpg
222,0.10596482455730438,0.006864753668196499,False,not cat,3,0,0,1024,1024,0.6090364456170949,638621,0.187248322147651,3_mask_003.png,3_crop_003.jpg
285,0.1436363309621811,0.20319146616384387,True,cat,4,294,0,611,247,0.0752592086791274,78915,0.2011494252873563,3_mask_004.png,3_crop_004.jpg
222,0.10596482455730438,0.006864753668196499,False,not cat,5,0,0,1024,1024,0.5725307464594149,600342,0.2102416155787955,3_mask_005.png,3_crop_005.jpg
678,0.03379169851541519,0.0031132656149566174,False,not cat,6,401,0,266,193,0.0328950881957694,34493,0.2215568862275449,3_mask_006.png,3_crop_006.jpg
285,0.2279246747493744,0.33798552490770817,True,cat,7,401,0,504,247,0.0610971450805081,64065,0.2473867595818815,3_mask_007.png,3_crop_007.jpg
941,0.12763473391532898,0.009713160601677373,False,not cat,8,916,0,108,170,0.0118398666381723,12415,0.2592592592592592,3_mask_008.png,3_crop_008.jpg
222,0.11614012718200684,0.0028841958846896887,False,not cat,9,0,187,426,364,0.0764827728270755,80198,0.2716763005780346,3_mask_009.png,3_crop_009.jpg
678,0.03379169851541519,0.0031132656149566174,False,not cat,10,401,0,266,193,0.0281801223754614,29549,0.2805755395683453,3_mask_010.png,3_crop_010.jpg
719,0.06298307329416275,0.006847778771771118,False,not cat,11,872,690,152,207,0.0140857696533068,14770,0.28125,3_mask_011.png,3_crop_011.jpg
330,0.02516965940594673,0.016608878155238926,False,not cat,12,401,0,504,193,0.0462036132812059,48448,0.2850678733031674,3_mask_012.png,3_crop_012.jpg
330,0.02521955594420433,0.013978013535961509,False,not cat,13,401,0,463,193,0.0499086380004406,52333,0.288135593220339,3_mask_013.png,3_crop_013.jpg
330,0.053895700722932816,0.06284471903927624,True,cat,14,380,0,484,201,0.0460214614867725,48257,0.2924528301886792,3_mask_014.png,3_crop_014.jpg
285,0.2279246747493744,0.33798552490770817,True,cat,15,401,0,504,247,0.0592174530028732,62094,0.295373665480427,3_mask_015.png,3_crop_015.jpg
285,0.2279246747493744,0.33798552490770817,True,cat,16,401,0,504,247,0.0574436187743592,60234,0.2992700729927007,3_mask_016.png,3_crop_016.jpg
601,0.028712747618556023,0.013332242902833968,False,not cat,17,380,0,230,201,0.0206041336059373,21605,0.3069306930693069,3_mask_017.png,3_crop_017.jpg
854,0.13906340301036835,0.0027211613778490573,False,not cat,18,510,0,157,193,0.0164833068847499,17284,0.3095238095238095,3_mask_018.png,3_crop_018.jpg
