id,x,y,w,h,score,area,energy,mask_file,crop
0,0,124,500,251,0.42605866666439435,79886,0.14551083591331268,2010_003781_mask_000.png,2010_003781_crop_000.jpg
1,226,158,274,217,0.21085333333220876,39535,0.20666666666666667,2010_003781_mask_001.png,2010_003781_crop_001.jpg
2,109,158,391,217,0.2598773333319473,48727,0.21038961038961038,2010_003781_mask_002.png,2010_003781_crop_002.jpg
3,332,0,168,113,0.04285866666643808,8036,0.22123893805309736,2010_003781_mask_003.png,2010_003781_crop_003.jpg
4,300,0,200,113,0.04741866666641376,8891,0.2222222222222222,2010_003781_mask_004.png,2010_003781_crop_004.jpg
5,0,150,500,225,0.3701066666646928,69395,0.22692307692307692,2010_003781_mask_005.png,2010_003781_crop_005.jpg
6,0,138,500,237,0.3379039999981978,63357,0.22988505747126436,2010_003781_mask_006.png,2010_003781_crop_006.jpg
7,0,158,500,217,0.2995733333317356,56170,0.2422062350119904,2010_003781_mask_007.png,2010_003781_crop_007.jpg
8,0,0,500,289,0.4349279999976804,81549,0.24467005076142131,2010_003781_mask_008.png,2010_003781_crop_008.jpg
9,226,158,274,217,0.2157866666655158,40460,0.24916943521594684,2010_003781_mask_009.png,2010_003781_crop_009.jpg
10,0,138,500,237,0.3349866666648801,62810,0.25193798449612403,2010_003781_mask_010.png,2010_003781_crop_010.jpg
11,109,158,391,217,0.1983199999989423,37185,0.25842696629213485,2010_003781_mask_011.png,2010_003781_crop_011.jpg
12,0,158,500,217,0.26011199999861273,48771,0.2972972972972973,2010_003781_mask_012.png,2010_003781_crop_012.jpg
13,109,195,283,164,0.14503466666589315,27194,0.313953488372093,2010_003781_mask_013.png,2010_003781_crop_013.jpg
14,0,0,388,266,0.23058666666543687,43235,0.31862745098039214,2010_003781_mask_014.png,2010_003781_crop_014.jpg
15,0,138,500,237,0.2814559999984989,52773,0.3303964757709251,2010_003781_mask_015.png,2010_003781_crop_015.jpg
16,0,0,500,275,0.25425599999864396,47673,0.33455210237659966,2010_003781_mask_016.png,2010_003781_crop_016.jpg
17,0,0,413,266,0.22338666666547527,41885,0.3392857142857143,2010_003781_mask_017.png,2010_003781_crop_017.jpg
18,109,158,391,217,0.16183999999913684,30345,0.34868421052631576,2010_003781_mask_018.png,2010_003781_crop_018.jpg
19,226,150,274,225,0.15300266666585063,28688,0.35074626865671643,2010_003781_mask_019.png,2010_003781_crop_019.jpg
20,0,0,500,266,0.24460266666536212,45863,0.35282651072124754,2010_003781_mask_020.png,2010_003781_crop_020.jpg
21,0,195,392,180,0.20686933333223,38788,0.35361216730038025,2010_003781_mask_021.png,2010_003781_crop_021.jpg
