pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
41,0.07149996608495712,0.0031072770652826875,False,not cat,0,0,191,1080,529,0.4777932098759287,371532,0.0703432751828925,9_mask_000.png,9_crop_000.jpg
80,0.0313691645860672,0.0025443644844926894,False,not cat,1,0,93,1080,627,0.5733217592585219,445815,0.0924369747899159,9_mask_001.png,9_crop_001.jpg
279,0.03888591006398201,0.0021701218211092055,False,not cat,2,0,0,1080,512,0.4829771090528768,375563,0.1025781678551837,9_mask_002.png,9_crop_002.jpg
279,0.032663095742464066,0.0035043680400121957,False,not cat,3,136,470,944,250,0.2156854423865539,167717,0.1127659574468085,9_mask_003.png,9_crop_003.jpg
279,0.03888591006398201,0.0021701218211092055,False,not cat,4,0,0,1080,512,0.4425745884767971,344146,0.1143867924528301,9_mask_004.png,9_crop_004.jpg
279,0.03888591006398201,0.0021701218211092055,False,not cat,5,0,0,1080,512,0.447091049382141,347658,0.1236215902495647,9_mask_005.png,9_crop_005.jpg
81,0.06270965933799744,0.0020265098137315363,False,not cat,6,0,0,1080,720,0.6583796296287829,511956,0.1245406288280931,9_mask_006.png,9_crop_006.jpg
82,0.031389642506837845,0.003349283419083804,False,not cat,7,0,232,1080,488,0.4083114711928905,317503,0.1333775713337757,9_mask_007.png,9_crop_007.jpg
279,0.03888591006398201,0.0021701218211092055,False,not cat,8,0,0,1080,512,0.4615997942380895,358940,0.1359278059785674,9_mask_008.png,9_crop_008.jpg
82,0.031389642506837845,0.003349283419083804,False,not cat,9,0,232,1080,488,0.3968454218101892,308587,0.1370143149284253,9_mask_009.png,9_crop_009.jpg
772,0.083418108522892,0.0030739388312213123,False,not cat,10,136,381,944,339,0.2500681584358924,194453,0.1493815413891532,9_mask_010.png,9_crop_010.jpg
279,0.1024288609623909,0.0017014401382766664,False,not cat,11,0,0,1080,464,0.4068312757196414,316352,0.1496467565831727,9_mask_011.png,9_crop_011.jpg
41,0.07149996608495712,0.0031072770652826875,False,not cat,12,0,191,1080,529,0.4213541666661248,327645,0.1518661518661518,9_mask_012.png,9_crop_012.jpg
279,0.06288983672857285,0.0020170282950857654,False,not cat,13,0,0,1080,506,0.4007433127566863,311618,0.1528046421663443,9_mask_013.png,9_crop_013.jpg
279,0.03888591006398201,0.0021701218211092055,False,not cat,14,0,0,1080,512,0.4059979423863091,315704,0.1541450777202072,9_mask_014.png,9_crop_014.jpg
