pred_class,confidence,cat_prob,is_cat,predicted_label,image,id,x,y,w,h,score,area,energy,mask_file,crop,gt_is_cat,best_gt_idx,max_iou
623,0.04402324929833412,0.004795512912096456,False,not cat,2,0,0,691,793,65,0.0451238576238033,37525.0,0.2023121387283237,2_mask_000.png,2_crop_000.jpg,False,-1,0.0
865,0.2180146872997284,0.013036810327321291,False,not cat,2,1,0,0,1100,674,0.4574771524766023,380438.0,0.204739336492891,2_mask_001.png,2_crop_001.jpg,False,0,0.09428783382789317
865,0.2870902717113495,0.009204155299812555,False,not cat,2,2,0,0,1100,682,0.5760630110623184,479054.0,0.2121896162528216,2_mask_002.png,2_crop_002.jpg,False,0,0.09318181818181819
623,0.026944268494844437,0.004189641142147593,False,not cat,2,3,635,688,465,68,0.0282311207310867,23477.0,0.2166666666666666,2_mask_003.png,2_crop_003.jpg,False,-1,0.0
865,0.2870902717113495,0.009204155299812555,False,not cat,2,4,0,0,1100,682,0.5519985569978932,459042.0,0.2246971473231731,2_mask_004.png,2_crop_004.jpg,False,0,0.09318181818181819
865,0.2870902717113495,0.009204155299812555,False,not cat,2,5,0,0,1100,682,0.5220791245784968,434161.0,0.2260760551608859,2_mask_005.png,2_crop_005.jpg,False,0,0.09318181818181819
623,0.057780563831329346,0.003456575970631093,False,not cat,2,6,648,688,452,68,0.0247270322270024,20563.0,0.2307692307692307,2_mask_006.png,2_crop_006.jpg,False,-1,0.0
623,0.03871885687112808,0.0034389432694297284,False,not cat,2,7,562,688,538,68,0.0299218374218014,24883.0,0.234375,2_mask_007.png,2_crop_007.jpg,False,-1,0.0
641,0.12649111449718475,0.00278266379609704,False,not cat,2,8,0,693,1100,63,0.0608573833573101,50609.0,0.2420091324200913,2_mask_008.png,2_crop_008.jpg,False,-1,0.0
556,0.04332756623625755,0.004207269274047576,False,not cat,2,9,562,695,538,61,0.0294264069263715,24471.0,0.2432432432432432,2_mask_009.png,2_crop_009.jpg,False,-1,0.0
623,0.06298428773880005,0.003930392995243892,False,not cat,2,10,0,694,760,62,0.039405964405917,32770.0,0.2517985611510791,2_mask_010.png,2_crop_010.jpg,False,-1,0.0
228,0.2987006604671478,0.005070403654826805,False,not cat,2,11,196,692,904,64,0.04902837902832,40772.0,0.2562814070351759,2_mask_011.png,2_crop_011.jpg,False,-1,0.0
623,0.05920758098363876,0.004067729154485278,False,not cat,2,12,0,694,662,62,0.0334163059162657,27789.0,0.2586206896551724,2_mask_012.png,2_crop_012.jpg,False,-1,0.0
623,0.045997504144907,0.004334821540396661,False,not cat,2,13,701,695,399,61,0.0217436267436005,18082.0,0.275,2_mask_013.png,2_crop_013.jpg,False,-1,0.0
623,0.045173611491918564,0.005596153612714261,False,not cat,2,14,852,698,248,58,0.0126178451178299,10493.0,0.28,2_mask_014.png,2_crop_014.jpg,False,-1,0.0
499,0.05221051722764969,0.003893295332090929,False,not cat,2,15,196,693,597,63,0.0287914862914516,23943.0,0.2833333333333333,2_mask_015.png,2_crop_015.jpg,False,-1,0.0
623,0.03901415690779686,0.0046436462143901736,False,not cat,2,16,635,695,465,61,0.0252477152476848,20996.0,0.2916666666666667,2_mask_016.png,2_crop_016.jpg,False,-1,0.0
850,0.14448292553424835,0.003269886801717803,False,not cat,2,17,433,0,667,307,0.1293253968252413,107547.0,0.301038062283737,2_mask_017.png,2_crop_017.jpg,False,0,0.1308389667920986
865,0.2180146872997284,0.013036810327321291,False,not cat,2,18,0,0,1100,674,0.4137457912452937,344071.0,0.309452736318408,2_mask_018.png,2_crop_018.jpg,False,0,0.09428783382789317
228,0.329201877117157,0.005395118554588407,False,not cat,2,19,196,693,882,63,0.0429942279941762,35754.0,0.3170731707317073,2_mask_019.png,2_crop_019.jpg,False,-1,0.0
556,0.05893823131918907,0.002572066368884407,False,not cat,2,20,0,698,570,58,0.0278511303510968,23161.0,0.3255813953488372,2_mask_020.png,2_crop_020.jpg,False,-1,0.0
865,0.1042930856347084,0.030736245564185083,False,not cat,2,21,0,0,1100,534,0.2057623857621383,171112.0,0.3258426966292135,2_mask_021.png,2_crop_021.jpg,False,0,0.11900749063670411
451,0.024772193282842636,0.007271236419910565,False,not cat,2,22,0,35,83,261,0.0182407407407188,15169.0,0.3333333333333333,2_mask_022.png,2_crop_022.jpg,False,-1,0.0
623,0.026944268494844437,0.004189641142147593,False,not cat,2,23,635,688,465,68,0.0231132756132478,19221.0,0.3333333333333333,2_mask_023.png,2_crop_023.jpg,False,-1,0.0
623,0.0386100634932518,0.004370715236291289,False,not cat,2,24,218,698,575,58,0.0251611351611049,20924.0,0.3473684210526316,2_mask_024.png,2_crop_024.jpg,False,-1,0.0
623,0.03994659706950188,0.004336423211498186,False,not cat,2,25,562,699,538,57,0.0255038480038173,21209.0,0.3488372093023256,2_mask_025.png,2_crop_025.jpg,False,-1,0.0
865,0.2106645405292511,0.024433520389720798,False,not cat,2,26,119,33,647,572,0.0926094276093162,77014.0,0.3568281938325991,2_mask_026.png,2_crop_026.jpg,False,0,0.18888954939959576
865,0.06938675791025162,0.005960458889603615,False,not cat,2,27,0,321,1100,361,0.202469937469694,168374.0,0.3598409542743538,2_mask_027.png,2_crop_027.jpg,False,0,0.03867984537848021
228,0.28141528367996216,0.00506959090125747,False,not cat,2,28,196,692,882,64,0.0400493025492543,33305.0,0.3609467455621302,2_mask_028.png,2_crop_028.jpg,False,-1,0.0
865,0.32433414459228516,0.00935067652608268,False,not cat,2,29,119,15,647,630,0.1038227513226264,86339.0,0.3615384615384615,2_mask_029.png,2_crop_029.jpg,False,0,0.17149971786756948
865,0.2106645405292511,0.024433520389720798,False,not cat,2,30,119,33,647,572,0.0827405002404007,68807.0,0.3702770780856423,2_mask_030.png,2_crop_030.jpg,False,0,0.18888954939959576
623,0.057780563831329346,0.003456575970631093,False,not cat,2,31,648,688,452,68,0.0194889369889135,16207.0,0.3707865168539326,2_mask_031.png,2_crop_031.jpg,False,-1,0.0
850,0.2725955843925476,0.0048918985412456095,False,not cat,2,32,0,386,233,254,0.0251743626743324,20935.0,0.3793103448275862,2_mask_032.png,2_crop_032.jpg,False,-1,0.0
865,0.169416144490242,0.019154813780914992,False,not cat,2,33,119,15,981,541,0.1428679653677935,118809.0,0.3801169590643274,2_mask_033.png,2_crop_033.jpg,False,0,0.13171704153406405
865,0.12811461091041565,0.026967591606080532,False,not cat,2,34,30,0,1070,556,0.1462938912937153,121658.0,0.382183908045977,2_mask_034.png,2_crop_034.jpg,False,0,0.11750319370671687
865,0.11132838577032089,0.044999522040598094,False,not cat,2,35,119,15,937,541,0.1359427609425974,113050.0,0.3832335329341317,2_mask_035.png,2_crop_035.jpg,False,0,0.13790226013331572
850,0.1881265789270401,0.02551995904650539,False,not cat,2,36,30,0,609,556,0.0917316017314914,76284.0,0.3846153846153846,2_mask_036.png,2_crop_036.jpg,False,0,0.1913043985430537
149,0.178709477186203,0.006246234770515002,False,not cat,2,37,483,0,327,59,0.0106854256854128,8886.0,0.3846153846153846,2_mask_037.png,2_crop_037.jpg,False,-1,0.0
865,0.12811461091041565,0.026967591606080532,False,not cat,2,38,30,0,1070,556,0.1361736411734774,113242.0,0.390357698289269,2_mask_038.png,2_crop_038.jpg,False,0,0.11750319370671687
865,0.10400119423866272,0.026515431294683367,False,not cat,2,39,30,0,642,534,0.0879401154400097,73131.0,0.3905191873589165,2_mask_039.png,2_crop_039.jpg,False,0,0.20390691542114414
219,0.13606999814510345,0.006201603508088738,False,not cat,2,40,414,352,686,330,0.1134355459354095,94333.0,0.3906810035842294,2_mask_040.png,2_crop_040.jpg,False,0,0.016886036414806172
850,0.18217454850673676,0.003039510076632723,False,not cat,2,41,467,0,633,303,0.1089718614717304,90621.0,0.3907563025210084,2_mask_041.png,2_crop_041.jpg,False,0,0.11147730361511281
865,0.21020838618278503,0.017319161910563707,False,not cat,2,42,119,10,981,546,0.1359680134678499,113071.0,0.3950617283950617,2_mask_042.png,2_crop_042.jpg,False,0,0.13051084152001582
499,0.05221051722764969,0.003893295332090929,False,not cat,2,43,196,693,597,63,0.0234656084655802,19514.0,0.3962264150943396,2_mask_043.png,2_crop_043.jpg,False,-1,0.0
850,0.2714953124523163,0.0030174209096003324,False,not cat,2,44,304,325,206,321,0.0329653679653283,27414.0,0.4064516129032258,2_mask_044.png,2_crop_044.jpg,False,0,0.0706549970878524
850,0.27941426634788513,0.0038448371342383325,False,not cat,2,45,18,544,154,107,0.0106397306397178,8848.0,0.4090909090909091,2_mask_045.png,2_crop_045.jpg,False,-1,0.0
623,0.03901415690779686,0.0046436462143901736,False,not cat,2,46,635,695,465,61,0.0215416065415806,17914.0,0.4117647058823529,2_mask_046.png,2_crop_046.jpg,False,-1,0.0
850,0.11077557504177094,0.007448273419868201,False,not cat,2,47,546,466,131,278,0.0199639249639009,16602.0,0.4117647058823529,2_mask_047.png,2_crop_047.jpg,False,-1,0.0
623,0.03901415690779686,0.0046436462143901736,False,not cat,2,48,635,695,465,61,0.0199122174121934,16559.0,0.4130434782608695,2_mask_048.png,2_crop_048.jpg,False,-1,0.0
623,0.057780563831329346,0.003456575970631093,False,not cat,2,49,648,688,452,68,0.0167291967291766,13912.0,0.4130434782608695,2_mask_049.png,2_crop_049.jpg,False,-1,0.0
865,0.3166380524635315,0.006538033456308767,False,not cat,2,50,119,10,981,672,0.1437385762384034,119533.0,0.4138888888888888,2_mask_050.png,2_crop_050.jpg,False,0,0.10604005873501286
865,0.10653039067983627,0.004350185219664127,False,not cat,2,51,270,282,407,469,0.0676659451658638,56271.0,0.4143302180685358,2_mask_051.png,2_crop_051.jpg,False,0,0.13337795200305957
267,0.19595548510551453,0.0023509541642852128,False,not cat,2,52,551,519,126,225,0.0182455507455288,15173.0,0.4146341463414634,2_mask_052.png,2_crop_052.jpg,False,-1,0.0
850,0.23383429646492004,0.01946387381758541,False,not cat,2,53,145,33,621,572,0.076547619047527,63657.0,0.4155495978552279,2_mask_053.png,2_crop_053.jpg,False,0,0.19679796853709897
850,0.19824422895908356,0.014525415259413421,False,not cat,2,54,30,0,600,524,0.0831409331408331,69140.0,0.4160583941605839,2_mask_054.png,2_crop_054.jpg,False,0,0.19889252846669786
623,0.026944268494844437,0.004189641142147593,False,not cat,2,55,635,688,465,68,0.0192279942279711,15990.0,0.4166666666666667,2_mask_055.png,2_crop_055.jpg,False,-1,0.0
850,0.19824422895908356,0.014525415259413421,False,not cat,2,56,30,0,600,524,0.0797955747954788,66358.0,0.4170854271356783,2_mask_056.png,2_crop_056.jpg,False,0,0.19889252846669786
