pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
41,0.03072408400475979,0.0025864915805868804,False,not cat,0,0,87,900,513,0.5208462962953317,281257,0.101749837977965,9_mask_000.png,9_crop_000.jpg
341,0.029036222025752068,0.002938400109997019,False,not cat,1,0,167,900,433,0.4788111111102244,258558,0.1022001419446416,9_mask_001.png,9_crop_001.jpg
41,0.04352050647139549,0.003139669104712084,False,not cat,2,115,355,785,245,0.2437537037032523,131627,0.1300619342544068,9_mask_002.png,9_crop_002.jpg
81,0.06192788854241371,0.001954754610778764,False,not cat,3,0,0,900,600,0.6112203703692385,330059,0.1333131801692866,9_mask_003.png,9_crop_003.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,4,0,0,900,427,0.4477666666658375,241794,0.1402269321344466,9_mask_004.png,9_crop_004.jpg
81,0.06192788854241371,0.001954754610778764,False,not cat,5,0,0,900,600,0.5343462962953067,288547,0.1684521610639084,9_mask_005.png,9_crop_005.jpg
41,0.04352050647139549,0.003139669104712084,False,not cat,6,115,355,785,245,0.2354759259254898,127157,0.1758743030917384,9_mask_006.png,9_crop_006.jpg
41,0.0352758951485157,0.0033744098036549985,False,not cat,7,0,208,900,392,0.3895555555548342,210360,0.1807000946073793,9_mask_007.png,9_crop_007.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,8,0,0,900,427,0.3946962962955653,213136,0.1856617647058823,9_mask_008.png,9_crop_008.jpg
41,0.040327288210392,0.003432729048654437,False,not cat,9,0,198,900,402,0.3759166666659705,202995,0.1857630424183325,9_mask_009.png,9_crop_009.jpg
279,0.0659400224685669,0.0018484099564375356,False,not cat,10,0,0,900,413,0.4093833333325752,221067,0.190891472868217,9_mask_010.png,9_crop_010.jpg
41,0.04352050647139549,0.003139669104712084,False,not cat,11,115,355,785,245,0.219590740740334,118579,0.2004417448923247,9_mask_011.png,9_crop_011.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,12,0,0,900,427,0.3822240740733662,206401,0.2014981273408239,9_mask_012.png,9_crop_012.jpg
81,0.06192788854241371,0.001954754610778764,False,not cat,13,0,0,900,600,0.4722111111102366,254994,0.2016048144433299,9_mask_013.png,9_crop_013.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,14,0,0,900,427,0.4080166666659111,220329,0.2037849065312716,9_mask_014.png,9_crop_014.jpg
41,0.04352050647139549,0.003139669104712084,False,not cat,15,115,355,785,245,0.2258851851847668,121978,0.2047286405158516,9_mask_015.png,9_crop_015.jpg
313,0.08411278575658798,0.0025169620203087106,False,not cat,16,115,363,785,237,0.2243222222218068,121134,0.205085682697623,9_mask_016.png,9_crop_016.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,17,0,0,900,427,0.358135185184522,193393,0.2092908327155918,9_mask_017.png,9_crop_017.jpg
279,0.04623996838927269,0.002178469891077839,False,not cat,18,142,0,758,413,0.3368055555549318,181875,0.2093841642228739,9_mask_018.png,9_crop_018.jpg
341,0.07374721765518188,0.0018079154542647302,False,not cat,19,0,0,900,404,0.3655851851845081,197416,0.209764405336361,9_mask_019.png,9_crop_019.jpg
279,0.05568404495716095,0.001996028091525659,False,not cat,20,147,0,753,404,0.3052537037031384,164837,0.2124420913302448,9_mask_020.png,9_crop_020.jpg
41,0.04605100303888321,0.0033019176335074008,False,not cat,21,0,205,900,395,0.369862962962278,199726,0.216243148978575,9_mask_021.png,9_crop_021.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,22,0,0,900,427,0.3755518518511563,202798,0.2164579606440071,9_mask_022.png,9_crop_022.jpg
81,0.06192788854241371,0.001954754610778764,False,not cat,23,0,0,900,600,0.4241796296288441,229057,0.2187776793622675,9_mask_023.png,9_crop_023.jpg
341,0.03543991595506668,0.003607325896155089,False,not cat,24,0,185,900,415,0.3096111111105377,167190,0.2193775100401606,9_mask_024.png,9_crop_024.jpg
272,0.0966980829834938,0.02877983415964991,False,not cat,25,375,0,525,391,0.2185148148144101,117998,0.2197802197802197,9_mask_025.png,9_crop_025.jpg
41,0.06810453534126282,0.003535047988407314,False,not cat,26,115,324,785,276,0.2131888888884941,115122,0.2227324913892078,9_mask_026.png,9_crop_026.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,27,0,0,900,427,0.3509907407400907,189535,0.2246282285416123,9_mask_027.png,9_crop_027.jpg
41,0.07123816758394241,0.0037951618432998657,False,not cat,28,13,227,887,373,0.3233296296290309,174598,0.225014961101137,9_mask_028.png,9_crop_028.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,29,0,0,900,427,0.3772499999993013,203715,0.2277227722772277,9_mask_029.png,9_crop_029.jpg
41,0.11712251603603363,0.0025866254582069814,False,not cat,30,115,359,785,241,0.2195259259255194,118544,0.2293377120963327,9_mask_030.png,9_crop_030.jpg
313,0.08411278575658798,0.0025169620203087106,False,not cat,31,115,363,785,237,0.2221907407403292,119983,0.2306855277475517,9_mask_031.png,9_crop_031.jpg
279,0.06952004879713058,0.0031216888164635748,False,not cat,32,0,208,660,200,0.1408796296293687,76075,0.2309207287050713,9_mask_032.png,9_crop_032.jpg
279,0.03501565009355545,0.0035091305326204747,False,not cat,33,115,393,785,207,0.1904759259255732,102857,0.2325088339222615,9_mask_033.png,9_crop_033.jpg
279,0.03501565009355545,0.0035091305326204747,False,not cat,34,115,393,785,207,0.1892425925922421,102191,0.2336319779462439,9_mask_034.png,9_crop_034.jpg
41,0.040327288210392,0.003432729048654437,False,not cat,35,0,198,900,402,0.3785833333326322,204435,0.2363896848137535,9_mask_035.png,9_crop_035.jpg
41,0.02915225364267826,0.003514144627843052,False,not cat,36,0,201,900,399,0.351683333332682,189909,0.2380704041720991,9_mask_036.png,9_crop_036.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,37,0,0,900,427,0.3722185185178292,200998,0.2382709541381128,9_mask_037.png,9_crop_037.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,38,0,0,900,427,0.3673314814808012,198359,0.2389859709574206,9_mask_038.png,9_crop_038.jpg
279,0.03989914059638977,0.0022141230292618275,False,not cat,39,142,0,758,427,0.3499037037030557,188948,0.2393331449562023,9_mask_039.png,9_crop_039.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,40,0,0,900,427,0.3488185185178725,188362,0.2395944503735325,9_mask_040.png,9_crop_040.jpg
279,0.06700807064771652,0.0019163463584845886,False,not cat,41,0,0,900,394,0.3432037037030681,185330,0.2397320128167783,9_mask_041.png,9_crop_041.jpg
279,0.0659400224685669,0.0018484099564375356,False,not cat,42,0,0,900,413,0.359905555554889,194349,0.2410714285714285,9_mask_042.png,9_crop_042.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,43,0,0,900,427,0.3931499999992719,212301,0.2417014998770592,9_mask_043.png,9_crop_043.jpg
279,0.05673690140247345,0.002246813412057236,False,not cat,44,0,0,900,489,0.4070074074066537,219784,0.2457315755349038,9_mask_044.png,9_crop_044.jpg
279,0.05568404495716095,0.001996028091525659,False,not cat,45,147,0,753,404,0.2740518518513443,147988,0.2461596103409516,9_mask_045.png,9_crop_045.jpg
81,0.06192788854241371,0.001954754610778764,False,not cat,46,0,0,900,600,0.5217074074064413,281722,0.2467897977132805,9_mask_046.png,9_crop_046.jpg
41,0.018629489466547966,0.003670886711915955,False,not cat,47,0,203,900,397,0.3567370370363764,192638,0.2495474528057926,9_mask_047.png,9_crop_047.jpg
41,0.0352758951485157,0.0033744098036549985,False,not cat,48,0,208,900,392,0.2595129629624824,140137,0.2516881522406384,9_mask_048.png,9_crop_048.jpg
81,0.02908320166170597,0.003125910268863663,False,not cat,49,0,196,900,404,0.3801592592585552,205286,0.2519703845235252,9_mask_049.png,9_crop_049.jpg
341,0.09506385773420334,0.001974763465113938,False,not cat,50,0,0,900,441,0.4049166666659168,218655,0.2522281639928699,9_mask_050.png,9_crop_050.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,51,0,0,900,427,0.2963796296290807,160045,0.2523529411764706,9_mask_051.png,9_crop_051.jpg
279,0.03501565009355545,0.0035091305326204747,False,not cat,52,115,393,785,207,0.162316666666366,87651,0.2529118136439268,9_mask_052.png,9_crop_052.jpg
81,0.06192788854241371,0.001954754610778764,False,not cat,53,0,0,900,600,0.4239259259251409,228920,0.2537248974303606,9_mask_053.png,9_crop_053.jpg
81,0.06192788854241371,0.001954754610778764,False,not cat,54,0,0,900,600,0.4745555555546767,256260,0.2539949537426408,9_mask_054.png,9_crop_054.jpg
315,0.06928688287734985,0.002568593656178564,False,not cat,55,222,363,678,237,0.1937703703700115,104636,0.2561768530559167,9_mask_055.png,9_crop_055.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,56,0,0,900,427,0.3875055555548379,209253,0.2569659442724458,9_mask_056.png,9_crop_056.jpg
279,0.02218942902982235,0.0036310292780399323,False,not cat,57,196,393,704,207,0.1488370370367614,80372,0.2597526165556613,9_mask_057.png,9_crop_057.jpg
279,0.05179218575358391,0.0019860572938341647,False,not cat,58,154,0,746,413,0.305698148147582,165077,0.2607647261453669,9_mask_058.png,9_crop_058.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,59,0,0,900,427,0.3527148148141616,190466,0.2612330198537095,9_mask_059.png,9_crop_059.jpg
41,0.040327288210392,0.003432729048654437,False,not cat,60,0,198,900,402,0.2824333333328103,152514,0.2631578947368421,9_mask_060.png,9_crop_060.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,61,0,0,900,427,0.323938888888289,174927,0.2633495145631068,9_mask_061.png,9_crop_061.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,62,0,0,900,427,0.3299388888882779,178167,0.2635482030804335,9_mask_062.png,9_crop_062.jpg
313,0.08411278575658798,0.0025169620203087106,False,not cat,63,115,363,785,237,0.2007499999996282,108405,0.2667876588021778,9_mask_063.png,9_crop_063.jpg
313,0.08411278575658798,0.0025169620203087106,False,not cat,64,115,363,785,237,0.2100388888884999,113421,0.2682926829268293,9_mask_064.png,9_crop_064.jpg
29,0.03889522701501846,0.002816056279698387,False,not cat,65,115,418,785,182,0.146666666666395,79200,0.2701149425287356,9_mask_065.png,9_crop_065.jpg
279,0.07373101264238358,0.0018083213799400255,False,not cat,66,0,0,900,410,0.2744277777772695,148191,0.2705187130663165,9_mask_066.png,9_crop_066.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,67,0,0,900,427,0.3191703703697793,172352,0.2706681766704417,9_mask_067.png,9_crop_067.jpg
41,0.04352050647139549,0.003139669104712084,False,not cat,68,115,355,785,245,0.2120203703699777,114491,0.2711768050028425,9_mask_068.png,9_crop_068.jpg
41,0.05280640348792076,0.002865715796360746,False,not cat,69,115,309,785,291,0.2360203703699332,127451,0.2712871287128713,9_mask_069.png,9_crop_069.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,70,0,0,900,427,0.370290740740055,199957,0.2735703245749614,9_mask_070.png,9_crop_070.jpg
281,0.057144537568092346,0.13941358402371407,True,cat,71,476,101,424,284,0.1024740740738843,55336,0.2737704918032786,9_mask_071.png,9_crop_071.jpg
78,0.025547854602336884,0.003829379507806152,False,not cat,72,196,418,704,182,0.1314407407404973,70978,0.2751381215469613,9_mask_072.png,9_crop_072.jpg
279,0.07373101264238358,0.0018083213799400255,False,not cat,73,0,0,900,410,0.3002240740735181,162121,0.2752186588921282,9_mask_073.png,9_crop_073.jpg
279,0.04795321077108383,0.0020700511522591114,False,not cat,74,0,0,900,427,0.2911814814809422,157238,0.2781140490602102,9_mask_074.png,9_crop_074.jpg
41,0.040327288210392,0.003432729048654437,False,not cat,75,0,198,900,402,0.3149629629623797,170080,0.2783057290252511,9_mask_075.png,9_crop_075.jpg
83,0.07394861429929733,0.002365641004871577,False,not cat,76,0,0,553,233,0.120742592592369,65201,0.2788038698328935,9_mask_076.png,9_crop_076.jpg
41,0.040327288210392,0.003432729048654437,False,not cat,77,0,198,900,402,0.3608018518511837,194833,0.2788365095285857,9_mask_077.png,9_crop_077.jpg
41,0.062417346984148026,0.0025748835469130427,False,not cat,78,0,208,900,308,0.2059685185181371,111223,0.2802893309222423,9_mask_078.png,9_crop_078.jpg
279,0.07373101264238358,0.0018083213799400255,False,not cat,79,0,0,900,410,0.2707759259254245,146219,0.2805429864253393,9_mask_079.png,9_crop_079.jpg
