epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.61657,3.13173,5.52304,4.25405,0,0,0,0,3.37882,5.96965,4.1588,0,0,0
2,3.33618,3.04945,5.55238,4.22643,0,0,0,0,3.37898,5.96976,4.15873,1.17822e-06,1.17822e-06,1.17822e-06
3,4.99805,3.11584,5.49305,4.27518,0,0,0,0,3.37913,5.96993,4.15866,2.33288e-06,2.33288e-06,2.33288e-06
4,6.69707,3.02708,5.40482,4.33357,0,0,0,0,3.37929,5.96998,4.15859,3.46397e-06,3.46397e-06,3.46397e-06
5,8.27154,3.48027,5.35191,4.3068,0,0,0,0,3.37945,5.97003,4.15851,4.5715e-06,4.5715e-06,4.5715e-06
6,9.92554,3.04265,5.51987,4.29157,0,0,0,0,3.3796,5.97019,4.15844,5.65548e-06,5.65548e-06,5.65548e-06
7,11.585,3.59256,5.64331,4.31943,0,0,0,0,3.37975,5.97041,4.15837,6.71588e-06,6.71588e-06,6.71588e-06
8,13.1963,3.19636,5.5251,4.33011,0,0,0,0,3.37991,5.9705,4.1583,7.75273e-06,7.75273e-06,7.75273e-06
9,14.7636,3.24602,5.42104,4.22735,0,0,0,0,3.38007,5.97059,4.15823,8.76602e-06,8.76602e-06,8.76602e-06
10,16.3497,3.31071,5.77128,4.31127,0,0,0,0,3.38021,5.9708,4.15817,9.75574e-06,9.75574e-06,9.75574e-06
11,17.9477,3.40058,5.50822,4.22203,0,0,0,0,3.38036,5.9709,4.1581,1.07219e-05,1.07219e-05,1.07219e-05
12,19.6456,3.52981,5.53322,4.24485,0,0,0,0,3.38052,5.97101,4.15804,1.16645e-05,1.16645e-05,1.16645e-05
13,21.2229,2.96487,5.69888,4.20771,0,0,0,0,3.38067,5.97111,4.15797,1.25835e-05,1.25835e-05,1.25835e-05
14,22.8102,3.29106,5.44577,4.28823,0,0,0,0,3.38081,5.97136,4.15791,1.3479e-05,1.3479e-05,1.3479e-05
15,24.4252,3.31324,5.59443,4.2068,0,0,0,0,3.38097,5.9715,4.15785,1.43509e-05,1.43509e-05,1.43509e-05
16,26.0335,3.03934,5.36158,4.2602,0,0,0,0,3.38112,5.97172,4.1578,1.51993e-05,1.51993e-05,1.51993e-05
17,27.6234,3.22506,5.43062,4.218,0,0,0,0,3.38125,5.97183,4.15775,1.60241e-05,1.60241e-05,1.60241e-05
18,29.2805,3.36433,5.43534,4.27932,0,0,0,0,3.38125,5.97183,4.15775,1.68253e-05,1.68253e-05,1.68253e-05
19,30.8624,3.28021,5.56747,4.28121,0,0,0,0,3.38151,5.97213,4.15766,1.7603e-05,1.7603e-05,1.7603e-05
20,32.388,3.67054,5.72531,4.36997,0,0,0,0,3.38151,5.97213,4.15766,1.83571e-05,1.83571e-05,1.83571e-05
21,34.0091,3.2507,5.43781,4.21322,0,0,0,0,3.38182,5.97257,4.15757,1.90876e-05,1.90876e-05,1.90876e-05
22,35.546,2.74724,5.71271,4.22853,0,0,0,0,3.38182,5.97257,4.15757,1.97946e-05,1.97946e-05,1.97946e-05
23,37.1303,3.17431,5.60478,4.26917,0,0,0,0,3.38209,5.9728,4.15752,2.0478e-05,2.0478e-05,2.0478e-05
24,38.6643,3.13677,5.52586,4.26059,0,0,0,0,3.38209,5.9728,4.15752,2.11379e-05,2.11379e-05,2.11379e-05
25,40.3651,2.89745,5.48509,4.2198,0,0,0,0,3.38241,5.97306,4.15747,2.17741e-05,2.17741e-05,2.17741e-05
26,41.9029,3.45052,5.52667,4.29654,0,0,0,0,3.38241,5.97306,4.15747,2.23869e-05,2.23869e-05,2.23869e-05
27,43.5052,3.14856,5.51287,4.35282,0,0,0,0,3.38269,5.97345,4.15743,2.2976e-05,2.2976e-05,2.2976e-05
28,45.0661,3.48555,5.52518,4.24755,0,0,0,0,3.38269,5.97345,4.15743,2.35417e-05,2.35417e-05,2.35417e-05
29,46.6494,3.29595,5.82675,4.24234,0,0,0,0,3.38301,5.97378,4.15741,2.40837e-05,2.40837e-05,2.40837e-05
30,48.2121,3.04489,5.43502,4.24533,0,0,0,0,3.38301,5.97378,4.15741,2.46022e-05,2.46022e-05,2.46022e-05
31,49.9026,3.735,5.57112,4.19857,0,0,0,0,3.38333,5.97413,4.15742,2.50971e-05,2.50971e-05,2.50971e-05
32,51.4622,3.51086,5.67532,4.34843,0,0,0,0,3.38333,5.97413,4.15742,2.55685e-05,2.55685e-05,2.55685e-05
33,53.0512,3.43321,5.43648,4.33957,0,0,0,0,3.38359,5.9742,4.15745,2.60163e-05,2.60163e-05,2.60163e-05
34,54.5917,3.18714,5.49532,4.23391,0,0,0,0,3.38359,5.9742,4.15745,2.64405e-05,2.64405e-05,2.64405e-05
35,56.1943,3.14224,5.49812,4.26367,0,0,0,0,3.38385,5.97456,4.15739,2.68412e-05,2.68412e-05,2.68412e-05
36,57.7282,3.05223,5.48583,4.25103,0,0,0,0,3.38385,5.97456,4.15739,2.72183e-05,2.72183e-05,2.72183e-05
37,59.4276,3.20037,5.64378,4.17165,0,0,0,0,3.38409,5.97476,4.15742,2.75718e-05,2.75718e-05,2.75718e-05
38,60.994,3.24843,5.4759,4.22945,0,0,0,0,3.38409,5.97476,4.15742,2.79018e-05,2.79018e-05,2.79018e-05
39,62.6037,3.01128,5.41814,4.1997,0,0,0,0,3.38434,5.97502,4.15734,2.82082e-05,2.82082e-05,2.82082e-05
40,64.1086,3.664,5.80489,4.27081,0,0,0,0,3.38434,5.97502,4.15734,2.84911e-05,2.84911e-05,2.84911e-05
41,65.7175,3.23579,5.44484,4.28924,0,0,0,0,3.38455,5.97529,4.1574,2.87504e-05,2.87504e-05,2.87504e-05
42,67.2365,3.27398,5.54189,4.2053,0,0,0,0,3.38455,5.97529,4.1574,2.89861e-05,2.89861e-05,2.89861e-05
43,68.929,3.08413,5.50652,4.25749,0,0,0,0,3.38476,5.97569,4.15745,2.91983e-05,2.91983e-05,2.91983e-05
44,70.4556,3.48149,5.51795,4.22575,0,0,0,0,3.38476,5.97569,4.15745,2.93869e-05,2.93869e-05,2.93869e-05
45,72.0351,3.36112,5.43518,4.23151,0,0,0,0,3.38489,5.97585,4.15752,2.9552e-05,2.9552e-05,2.9552e-05
46,73.5834,2.70298,5.40451,4.22403,0,0,0,0,3.38489,5.97585,4.15752,2.96935e-05,2.96935e-05,2.96935e-05
47,75.1998,3.48735,5.69923,4.24576,0,0,0,0,3.38505,5.97611,4.15758,2.98114e-05,2.98114e-05,2.98114e-05
48,76.7363,3.0942,5.50707,4.20097,0,0,0,0,3.38505,5.97611,4.15758,2.99058e-05,2.99058e-05,2.99058e-05
49,78.4302,3.58276,5.67045,4.30425,0,0,0,0,3.38522,5.97623,4.15774,2.99766e-05,2.99766e-05,2.99766e-05
50,79.9666,3.38069,5.59812,4.22958,0,0,0,0,3.38522,5.97623,4.15774,3.00238e-05,3.00238e-05,3.00238e-05
51,81.555,3.31654,5.55541,4.23827,0,0,0,0,3.38543,5.97638,4.15791,3.00475e-05,3.00475e-05,3.00475e-05
52,83.0764,3.43764,5.51606,4.3473,0,0,0,0,3.38543,5.97638,4.15791,3.00476e-05,3.00476e-05,3.00476e-05
53,84.6126,3.06946,5.52105,4.24735,0,0,0,0,3.38543,5.97638,4.15791,3.00242e-05,3.00242e-05,3.00242e-05
54,86.1985,3.61016,5.54638,4.21751,0,0,0,0,3.38571,5.97638,4.15815,2.99772e-05,2.99772e-05,2.99772e-05
55,87.7168,3.18161,5.61735,4.21154,0,0,0,0,3.38571,5.97638,4.15815,2.99066e-05,2.99066e-05,2.99066e-05
56,89.3275,2.78206,5.66038,4.44476,0,0,0,0,3.38571,5.97638,4.15815,2.98125e-05,2.98125e-05,2.98125e-05
57,91.0316,3.2612,5.57265,4.26331,0,0,0,0,3.38591,5.9768,4.15848,2.96948e-05,2.96948e-05,2.96948e-05
58,92.6173,2.92322,5.52082,4.20671,0,0,0,0,3.38591,5.9768,4.15848,2.95535e-05,2.95535e-05,2.95535e-05
59,94.1704,3.10102,5.5502,4.23927,0,0,0,0,3.38591,5.9768,4.15848,2.93887e-05,2.93887e-05,2.93887e-05
60,95.7724,3.10097,5.34839,4.20998,0,0,0,0,3.38621,5.9771,4.15885,2.92003e-05,2.92003e-05,2.92003e-05
61,97.3393,3.1597,5.62786,4.22682,0,0,0,0,3.38621,5.9771,4.15885,2.89884e-05,2.89884e-05,2.89884e-05
62,98.9444,2.79701,5.50866,4.27241,0,0,0,0,3.38621,5.9771,4.15885,2.87529e-05,2.87529e-05,2.87529e-05
63,100.546,3.56015,5.57374,4.31589,0,0,0,0,3.38648,5.97736,4.1593,2.84938e-05,2.84938e-05,2.84938e-05
64,102.178,2.96774,5.4147,4.21885,0,0,0,0,3.38648,5.97736,4.1593,2.82112e-05,2.82112e-05,2.82112e-05
65,103.737,3.44817,5.67758,4.34452,0,0,0,0,3.38648,5.97736,4.1593,2.7905e-05,2.7905e-05,2.7905e-05
66,105.325,3.08383,5.53115,4.28589,0,0,0,0,3.38685,5.9775,4.15984,2.75753e-05,2.75753e-05,2.75753e-05
67,106.868,2.96121,5.458,4.23486,0,0,0,0,3.38685,5.9775,4.15984,2.7222e-05,2.7222e-05,2.7222e-05
68,108.401,2.93419,5.45914,4.21232,0,0,0,0,3.38685,5.9775,4.15984,2.68451e-05,2.68451e-05,2.68451e-05
69,110.009,3.39764,5.51892,4.22859,0,0,0,0,3.38717,5.97765,4.1604,2.64447e-05,2.64447e-05,2.64447e-05
70,111.529,3.271,5.59483,4.29943,0,0,0,0,3.38717,5.97765,4.1604,2.60207e-05,2.60207e-05,2.60207e-05
71,113.165,3.33416,5.56956,4.22405,0,0,0,0,3.38717,5.97765,4.1604,2.55731e-05,2.55731e-05,2.55731e-05
72,114.754,3.02677,5.63301,4.23079,0,0,0,0,3.38753,5.9779,4.16111,2.5102e-05,2.5102e-05,2.5102e-05
73,116.291,3.12007,5.44792,4.21316,0,0,0,0,3.38753,5.9779,4.16111,2.46073e-05,2.46073e-05,2.46073e-05
74,117.829,3.27679,5.62321,4.19814,0,0,0,0,3.38753,5.9779,4.16111,2.40891e-05,2.40891e-05,2.40891e-05
75,119.418,3.28248,5.45851,4.27884,0,0,0,0,3.38786,5.97837,4.16158,2.35472e-05,2.35472e-05,2.35472e-05
76,120.919,3.1654,5.62262,4.21853,0,0,0,0,3.38786,5.97837,4.16158,2.29819e-05,2.29819e-05,2.29819e-05
77,122.568,3.20689,5.6284,4.18394,0,0,0,0,3.38786,5.97837,4.16158,2.23929e-05,2.23929e-05,2.23929e-05
78,124.134,3.13353,5.41071,4.24862,0,0,0,0,3.38824,5.97856,4.16229,2.17805e-05,2.17805e-05,2.17805e-05
79,125.662,2.98052,5.59572,4.18879,0,0,0,0,3.38824,5.97856,4.16229,2.11444e-05,2.11444e-05,2.11444e-05
80,127.217,3.16879,5.70613,4.26822,0,0,0,0,3.38824,5.97856,4.16229,2.04848e-05,2.04848e-05,2.04848e-05
81,128.785,3.09474,5.3666,4.39187,0,0,0,0,3.38865,5.97883,4.16305,1.98016e-05,1.98016e-05,1.98016e-05
82,130.341,2.94097,5.53445,4.20472,0,0,0,0,3.38865,5.97883,4.16305,1.90949e-05,1.90949e-05,1.90949e-05
83,131.869,3.21663,5.37578,4.23534,0,0,0,0,3.38865,5.97883,4.16305,1.83646e-05,1.83646e-05,1.83646e-05
84,133.467,2.69702,5.47689,4.18572,0,0,0,0,3.38914,5.97906,4.16391,1.76107e-05,1.76107e-05,1.76107e-05
85,135.096,3.26158,5.43938,4.20746,0,0,0,0,3.38914,5.97906,4.16391,1.68333e-05,1.68333e-05,1.68333e-05
86,136.647,3.05765,5.51339,4.21675,0,0,0,0,3.38914,5.97906,4.16391,1.60323e-05,1.60323e-05,1.60323e-05
87,138.216,3.18705,5.43832,4.24801,0,0,0,0,3.38914,5.97906,4.16391,1.52077e-05,1.52077e-05,1.52077e-05
88,139.804,3.18677,5.73601,4.22742,0,0,0,0,3.38967,5.9795,4.16492,1.43596e-05,1.43596e-05,1.43596e-05
89,141.354,3.63517,5.69631,4.26138,0,0,0,0,3.38967,5.9795,4.16492,1.34879e-05,1.34879e-05,1.34879e-05
