x1,x2,Y
1,100,804.0623929621934
2,99,802.1354176762712
3,98,792.4554512306465
4,97,782.3478543224765
5,96,777.6594968527295
6,95,779.3982176981732
7,94,768.4677149234764
8,93,768.7076372479441
9,92,764.4111178670942
10,91,747.5069662406753
11,90,750.7718670084876
12,89,751.0113158942419
13,88,746.9163359394317
14,87,733.3558778242459
15,86,728.7226310917623
16,85,729.3132811128651
17,84,713.4823275257357
18,83,722.6649160017416
19,82,715.7589731246658
20,81,703.992878855285
21,80,704.3316660731812
22,79,709.3797629065282
23,78,702.5338927914762
24,77,686.8021101460936
25,76,687.6759427640972
26,75,664.7005193269836
27,74,672.1106391711344
28,73,670.7741256355009
29,72,668.0133962200723
30,71,667.4975341950757
31,70,649.7586623800067
32,69,642.8226706198282
33,68,643.8780672951464
34,67,642.6775701673371
35,66,639.6636440775069
36,65,624.040441872854
37,64,621.4341061120498
38,63,609.1877896708124
39,62,618.7896110173172
40,61,609.997626945612
41,60,602.293178938135
42,59,589.6177669541129
43,58,593.8639105784621
44,57,588.0464623958533
45,56,581.6436602372693
46,55,573.3217214954425
47,54,570.9294645662059
48,53,563.6364174548328
49,52,563.4991755935105
50,51,553.6015299662167
51,50,559.5933078946892
52,49,552.9880077651346
53,48,543.475261682158
54,47,535.3136449567313
55,46,530.5345938169816
56,45,535.485493009363
57,44,518.3757204536192
58,43,520.9278774070198
59,42,506.56254275176855
60,41,503.80514294275105
61,40,497.9647700567562
62,39,504.09108967705345
63,38,486.960742687767
64,37,483.9953397861431
65,36,483.18684697719664
66,35,473.91537488464564
67,34,476.3881350536941
68,33,467.5664313525996
69,32,464.638058418049
70,31,451.49159298731473
71,30,456.55299414089933
72,29,443.0883121891393
73,28,440.040119564036
74,27,438.51052665818145
75,26,426.5479726701749
76,25,430.7437176524357
77,24,429.6386874984757
78,23,422.2652065284378
79,22,407.6730476838728
80,21,410.80962320897515
81,20,403.6185672730427
82,19,404.97535479662224
83,18,397.6811009187821
84,17,382.842475263685
85,16,385.79450266423316
86,15,381.71847517673683
87,14,371.6266418806107
88,13,371.89670556827053
89,12,362.9220807762031
90,11,367.26362693186115
91,10,353.5088778753398
92,9,351.7153452547088
93,8,345.2428205002384
94,7,335.1810047649895
95,6,327.1475988362019
96,5,323.0975341684102
97,4,325.1458513474963
98,3,315.96796249532497
99,2,306.7386016791697
100,1,308.4284525824907
