epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.43926,1.08173,3.50902,1.23084,0.60494,0.85,0.80243,0.61345,1.635,1.1076,1.37928,0,0,0
2,3.05291,1.48342,2.48195,1.706,0.5988,0.85,0.79784,0.61089,1.63075,1.08597,1.37203,1.17822e-06,1.17822e-06,1.17822e-06
3,4.66822,1.30098,2.28235,1.83846,0.61396,0.85,0.79971,0.61192,1.63927,1.08266,1.3738,2.33288e-06,2.33288e-06,2.33288e-06
4,6.25947,1.69184,3.07977,1.86073,0.61431,0.85,0.7996,0.61613,1.6462,1.0748,1.37039,3.46397e-06,3.46397e-06,3.46397e-06
5,8.00955,1.34646,3.17884,1.6816,0.61526,0.85,0.8026,0.61823,1.65219,1.06865,1.37137,4.5715e-06,4.5715e-06,4.5715e-06
6,9.60798,1.52441,4.1049,1.91242,0.60698,0.85,0.80343,0.61829,1.64932,1.06621,1.36764,5.65548e-06,5.65548e-06,5.65548e-06
7,11.22,1.13749,1.96093,1.32367,0.60832,0.85,0.80468,0.61873,1.64494,1.06739,1.36426,6.71588e-06,6.71588e-06,6.71588e-06
8,12.8085,0.9692,2.93345,1.34035,0.60117,0.85,0.80689,0.61936,1.6339,1.07114,1.35165,7.75273e-06,7.75273e-06,7.75273e-06
9,14.4098,1.13007,2.39527,1.38669,0.60003,0.85,0.8161,0.6173,1.62187,1.06513,1.34293,8.76602e-06,8.76602e-06,8.76602e-06
10,16.0053,1.1671,2.43471,1.62364,0.59582,0.85,0.85891,0.63405,1.61366,1.0524,1.33869,9.75574e-06,9.75574e-06,9.75574e-06
11,17.628,1.13704,1.97341,1.35021,0.57797,0.85,0.85809,0.63231,1.59981,1.0449,1.33277,1.07219e-05,1.07219e-05,1.07219e-05
12,19.3264,0.9669,1.93133,1.32116,0.57778,0.86667,0.85305,0.63197,1.60076,1.05501,1.33288,1.16645e-05,1.16645e-05,1.16645e-05
13,20.9468,1.04134,3.10491,1.39751,0.57936,0.86667,0.85583,0.63386,1.59766,1.06393,1.33149,1.25835e-05,1.25835e-05,1.25835e-05
14,22.5312,1.03355,2.56235,1.43194,0.58822,0.86667,0.85588,0.63425,1.59225,1.0733,1.32864,1.3479e-05,1.3479e-05,1.3479e-05
15,24.1403,1.14945,2.28087,1.36623,0.58813,0.86667,0.85622,0.64051,1.58585,1.07346,1.32764,1.43509e-05,1.43509e-05,1.43509e-05
16,25.7123,1.06753,1.86943,1.36753,0.59101,0.86667,0.89838,0.65322,1.58017,1.08091,1.3242,1.51993e-05,1.51993e-05,1.51993e-05
17,27.3292,0.9235,1.59325,1.23145,0.85341,0.65,0.89841,0.65356,1.58757,1.08991,1.3317,1.60241e-05,1.60241e-05,1.60241e-05
18,28.8599,0.98318,1.80121,1.38575,0.85341,0.65,0.89841,0.65356,1.58757,1.08991,1.3317,1.68253e-05,1.68253e-05,1.68253e-05
19,30.4762,0.92621,1.39243,1.21866,0.84913,0.65,0.88442,0.62755,1.57703,1.11344,1.3257,1.7603e-05,1.7603e-05,1.7603e-05
20,32.0184,0.7915,1.66407,1.2295,0.84913,0.65,0.88442,0.62755,1.57703,1.11344,1.3257,1.83571e-05,1.83571e-05,1.83571e-05
21,33.6543,0.88567,1.87798,1.31945,0.86232,0.65,0.88024,0.63266,1.57733,1.13777,1.32897,1.90876e-05,1.90876e-05,1.90876e-05
22,35.3422,0.80942,1.631,1.1274,0.86232,0.65,0.88024,0.63266,1.57733,1.13777,1.32897,1.97946e-05,1.97946e-05,1.97946e-05
