pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
381,0.18707777559757233,0.0025559995556250215,False,not cat,0,656,0,344,600,0.2661749999995563,159705,0.0885341074020319,6_mask_000.png,6_crop_000.jpg
281,0.13656862080097198,0.2669109079288319,True,cat,1,0,0,1000,600,0.6594116666655676,395647,0.1078760731616274,6_mask_001.png,6_crop_001.jpg
281,0.16260915994644165,0.2936575503554195,True,cat,2,79,0,921,600,0.5091849999991513,305511,0.1095712429623213,6_mask_002.png,6_crop_002.jpg
281,0.1346563696861267,0.25853365345392376,True,cat,3,105,0,654,600,0.3880983333326865,232859,0.1194833153928955,6_mask_003.png,6_crop_003.jpg
281,0.13233083486557007,0.26606688264291734,True,cat,4,105,0,895,600,0.4316499999992805,258990,0.1230537418382722,6_mask_004.png,6_crop_004.jpg
281,0.19692222774028778,0.38011816516518593,True,cat,5,163,0,596,600,0.3499849999994167,209991,0.1274038461538461,6_mask_005.png,6_crop_005.jpg
281,0.1346563696861267,0.25853365345392376,True,cat,6,105,0,654,600,0.3733849999993777,224031,0.1318619128466327,6_mask_006.png,6_crop_006.jpg
281,0.13656862080097198,0.2669109079288319,True,cat,7,0,0,1000,600,0.5701183333323832,342071,0.1360263808738664,6_mask_007.png,6_crop_007.jpg
281,0.12224188446998596,0.24268763547297567,True,cat,8,419,0,324,600,0.1804133333330326,108248,0.1375291375291375,6_mask_008.png,6_crop_008.jpg
281,0.1346563696861267,0.25853365345392376,True,cat,9,105,0,654,600,0.3718699999993802,223122,0.1390804597701149,6_mask_009.png,6_crop_009.jpg
281,0.19692222774028778,0.38011816516518593,True,cat,10,163,0,596,600,0.3449483333327584,206969,0.1395908543922984,6_mask_010.png,6_crop_010.jpg
281,0.13233083486557007,0.26606688264291734,True,cat,11,105,0,895,600,0.4350499999992749,261030,0.1429980276134122,6_mask_011.png,6_crop_011.jpg
281,0.15583336353302002,0.3137964418856427,True,cat,12,180,0,579,600,0.3459649999994234,207579,0.1435552840562003,6_mask_012.png,6_crop_012.jpg
281,0.15506692230701447,0.30155150417704135,True,cat,13,160,0,599,600,0.3584199999994026,215052,0.1460280373831775,6_mask_013.png,6_crop_013.jpg
281,0.1346563696861267,0.25853365345392376,True,cat,14,105,0,654,600,0.3703066666660495,222184,0.1515492957746478,6_mask_014.png,6_crop_014.jpg
281,0.15506692230701447,0.30155150417704135,True,cat,15,160,0,599,600,0.3337549999994437,200253,0.1548064918851435,6_mask_015.png,6_crop_015.jpg
282,0.16555528342723846,0.33693535975180566,True,cat,16,137,0,622,600,0.3344949999994425,200697,0.1554993678887484,6_mask_016.png,6_crop_016.jpg
335,0.08334916830062866,0.11181602964643389,True,cat,17,436,0,307,600,0.1637766666663937,98266,0.1559633027522936,6_mask_017.png,6_crop_017.jpg
281,0.11728283762931824,0.2235563520807773,True,cat,18,287,0,456,600,0.2029466666663284,121768,0.1677018633540372,6_mask_018.png,6_crop_018.jpg
281,0.15707053244113922,0.31504598492756486,True,cat,19,182,0,577,600,0.3158866666661402,189532,0.1719487525286581,6_mask_019.png,6_crop_019.jpg
281,0.13233083486557007,0.26606688264291734,True,cat,20,105,0,895,600,0.3885849999993523,233151,0.1726457399103139,6_mask_020.png,6_crop_020.jpg
381,0.18707777559757233,0.0025559995556250215,False,not cat,21,656,0,344,600,0.2294166666662843,137650,0.1735241502683363,6_mask_021.png,6_crop_021.jpg
281,0.15583336353302002,0.3137964418856427,True,cat,22,180,0,579,600,0.3131766666661447,187906,0.1740890688259109,6_mask_022.png,6_crop_022.jpg
281,0.13138197362422943,0.27881671115756035,True,cat,23,196,0,563,600,0.2565183333329058,153911,0.1779242174629324,6_mask_023.png,6_crop_023.jpg
381,0.08319994807243347,0.0018134551064576954,False,not cat,24,676,0,324,541,0.2066683333329889,124001,0.182341650671785,6_mask_024.png,6_crop_024.jpg
381,0.18707777559757233,0.0025559995556250215,False,not cat,25,656,0,344,600,0.2382116666662696,142927,0.1825795644891122,6_mask_025.png,6_crop_025.jpg
281,0.15506692230701447,0.30155150417704135,True,cat,26,160,0,599,600,0.2937183333328438,176231,0.188385269121813,6_mask_026.png,6_crop_026.jpg
281,0.1346563696861267,0.25853365345392376,True,cat,27,105,0,654,600,0.3269883333327884,196193,0.1917989417989418,6_mask_027.png,6_crop_027.jpg
381,0.08319994807243347,0.0018134551064576954,False,not cat,28,676,0,324,541,0.1945916666663423,116755,0.1924686192468619,6_mask_028.png,6_crop_028.jpg
281,0.15103814005851746,0.283275319612585,True,cat,29,102,0,657,600,0.2541399999995764,152484,0.1926121372031662,6_mask_029.png,6_crop_029.jpg
281,0.1265510469675064,0.25847754382994026,True,cat,30,105,0,638,600,0.3048849999994918,182931,0.1929577464788732,6_mask_030.png,6_crop_030.jpg
282,0.16555528342723846,0.33693535975180566,True,cat,31,137,0,622,600,0.3087033333328188,185222,0.1936813186813187,6_mask_031.png,6_crop_031.jpg
