pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
649,0.04861127957701683,0.0025110562273766845,False,not cat,0,610,0,290,420,0.1208314814812577,65249,0.1972850678733031,7_mask_000.png,7_crop_000.jpg
649,0.04861127957701683,0.0025110562273766845,False,not cat,1,610,0,290,420,0.1321388888886442,71355,0.1983193277310924,7_mask_001.png,7_crop_001.jpg
36,0.05548997223377228,0.002267433184897527,False,not cat,2,610,0,290,398,0.1084222222220214,58548,0.216566866267465,7_mask_002.png,7_crop_002.jpg
649,0.04861127957701683,0.0025110562273766845,False,not cat,3,610,0,290,420,0.1175055555553379,63453,0.2261161785885741,7_mask_003.png,7_crop_003.jpg
649,0.04861127957701683,0.0025110562273766845,False,not cat,4,610,0,290,420,0.1250999999997683,67554,0.2262773722627737,7_mask_004.png,7_crop_004.jpg
358,0.07059916108846664,0.002327253285329789,False,not cat,5,610,0,290,414,0.1278925925923557,69062,0.228467815049864,7_mask_005.png,7_crop_005.jpg
825,0.1184820905327797,0.0027484450256451964,False,not cat,6,0,0,253,600,0.1221259259256997,65948,0.2310730743910467,7_mask_006.png,7_crop_006.jpg
825,0.5240968465805054,0.0016943738737609237,False,not cat,7,0,0,434,600,0.1382092592590033,74633,0.2321428571428571,7_mask_007.png,7_crop_007.jpg
36,0.05548997223377228,0.002267433184897527,False,not cat,8,610,0,290,398,0.106240740740544,57370,0.2355415352260778,7_mask_008.png,7_crop_008.jpg
825,0.1184820905327797,0.0027484450256451964,False,not cat,9,0,0,253,600,0.1124240740738658,60709,0.2371569317382125,7_mask_009.png,7_crop_009.jpg
825,0.12106271833181381,0.0036298445193096995,False,not cat,10,0,0,256,600,0.1242740740738439,67108,0.2379158819836786,7_mask_010.png,7_crop_010.jpg
825,0.1184820905327797,0.0027484450256451964,False,not cat,11,0,0,253,600,0.1139185185183075,61516,0.2403520649966147,7_mask_011.png,7_crop_011.jpg
66,0.05083876848220825,0.0032014905009418726,False,not cat,12,0,44,203,402,0.0653759259258048,35303,0.2408163265306122,7_mask_012.png,7_crop_012.jpg
36,0.05548997223377228,0.002267433184897527,False,not cat,13,610,0,290,398,0.1084129629627621,58543,0.2544438801422041,7_mask_013.png,7_crop_013.jpg
649,0.031126411631703377,0.004307811526814476,False,not cat,14,0,24,203,449,0.0718833333332002,38817,0.2549504950495049,7_mask_014.png,7_crop_014.jpg
649,0.04861127957701683,0.0025110562273766845,False,not cat,15,610,0,290,420,0.1038037037035114,56054,0.2624410686223153,7_mask_015.png,7_crop_015.jpg
825,0.6341866850852966,0.0011834080214612186,False,not cat,16,0,160,434,440,0.0944407407405658,50998,0.2686567164179104,7_mask_016.png,7_crop_016.jpg
825,0.5657860040664673,0.001656904598348774,False,not cat,17,0,24,434,576,0.1255388888886564,67791,0.2692307692307692,7_mask_017.png,7_crop_017.jpg
36,0.05548997223377228,0.002267433184897527,False,not cat,18,610,0,290,398,0.0965370370368582,52130,0.2751981879954699,7_mask_018.png,7_crop_018.jpg
825,0.06593986600637436,0.002126275183400139,False,not cat,19,609,0,291,420,0.1083129629627623,58489,0.2770236299648064,7_mask_019.png,7_crop_019.jpg
286,0.09752985835075378,0.007299615361262113,False,not cat,20,86,179,814,421,0.302546296295736,163375,0.2777777777777778,7_mask_020.png,7_crop_020.jpg
825,0.1105823814868927,0.0023758402094244957,False,not cat,21,609,0,291,398,0.0950166666664907,51309,0.2799070847851335,7_mask_021.png,7_crop_021.jpg
825,0.5657860040664673,0.001656904598348774,False,not cat,22,0,24,434,576,0.1052129629627681,56815,0.2825229960578186,7_mask_022.png,7_crop_022.jpg
36,0.05548997223377228,0.002267433184897527,False,not cat,23,610,0,290,398,0.0980499999998184,52947,0.2831460674157303,7_mask_023.png,7_crop_023.jpg
649,0.031126411631703377,0.004307811526814476,False,not cat,24,0,24,203,449,0.075233333333194,40626,0.2836158192090395,7_mask_024.png,7_crop_024.jpg
825,0.10042227059602737,0.0025039172032848,False,not cat,25,0,24,253,576,0.1036222222220303,55956,0.2846385542168674,7_mask_025.png,7_crop_025.jpg
36,0.05548997223377228,0.002267433184897527,False,not cat,26,610,0,290,398,0.1028851851849946,55558,0.285097192224622,7_mask_026.png,7_crop_026.jpg
825,0.5657860040664673,0.001656904598348774,False,not cat,27,0,24,434,576,0.1149666666664537,62082,0.2861035422343324,7_mask_027.png,7_crop_027.jpg
36,0.05548997223377228,0.002267433184897527,False,not cat,28,610,0,290,398,0.0915111111109416,49416,0.2880733944954128,7_mask_028.png,7_crop_028.jpg
356,0.136572927236557,0.0027356795326340944,False,not cat,29,564,63,336,537,0.1398333333330743,75510,0.2896844088553933,7_mask_029.png,7_crop_029.jpg
