pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
526,0.04357077181339264,0.002312059426913038,False,not cat,0,386,207,405,448,0.113595061728208,69009,0.2563600782778865,8_mask_000.png,8_crop_000.jpg
688,0.10982418060302734,0.0023380983038805425,False,not cat,1,319,207,472,448,0.1217925925923921,73989,0.2775800711743772,8_mask_001.png,8_crop_001.jpg
499,0.03392588347196579,0.0025226898724213243,False,not cat,2,441,0,198,100,0.0307506172838999,18681,0.28,8_mask_002.png,8_crop_002.jpg
526,0.07245440036058426,0.00228443049127236,False,not cat,3,0,0,900,675,0.457298765431346,277809,0.2846815834767642,8_mask_003.png,8_crop_003.jpg
782,0.0618547685444355,0.002527121891034767,False,not cat,4,282,0,395,147,0.0630139917694436,38281,0.2872340425531915,8_mask_004.png,8_crop_004.jpg
431,0.031324345618486404,0.003439398540649563,False,not cat,5,0,0,197,171,0.0258584362139492,15709,0.3260869565217391,8_mask_005.png,8_crop_005.jpg
675,0.07672898471355438,0.001800379774067551,False,not cat,6,380,0,520,675,0.2177020576128103,132254,0.3352601156069364,8_mask_006.png,8_crop_006.jpg
526,0.048813533037900925,0.0028671531472355127,False,not cat,7,210,244,520,399,0.1551407407404853,94248,0.3411264612114771,8_mask_007.png,8_crop_007.jpg
687,0.03279183804988861,0.0044426353997550905,False,not cat,8,448,0,452,372,0.0700148148146995,42534,0.3427419354838709,8_mask_008.png,8_crop_008.jpg
688,0.06477441638708115,0.0020565824233926833,False,not cat,9,210,128,585,547,0.2115654320984171,128526,0.3441466854724965,8_mask_009.png,8_crop_009.jpg
688,0.0616300143301487,0.0017773617000784725,False,not cat,10,342,207,442,395,0.1177218106993946,71516,0.3475,8_mask_010.png,8_crop_010.jpg
526,0.06679897010326385,0.0018448904156684875,False,not cat,11,212,105,583,570,0.224154732509919,136174,0.3480293921175684,8_mask_011.png,8_crop_011.jpg
111,0.029290303587913513,0.003591349261114374,False,not cat,12,436,0,241,105,0.0124938271604732,7590,0.348314606741573,8_mask_012.png,8_crop_012.jpg
168,0.011227731592953205,0.012337583815678954,False,not cat,13,120,572,249,103,0.0191209876542895,11616,0.348314606741573,8_mask_013.png,8_crop_013.jpg
526,0.03905268386006355,0.0031373268575407565,False,not cat,14,184,151,564,524,0.1897613168721156,115280,0.3529411764705882,8_mask_014.png,8_crop_014.jpg
526,0.06383590400218964,0.00270409369841218,False,not cat,15,184,148,564,527,0.1904049382712915,115671,0.3560830860534125,8_mask_015.png,8_crop_015.jpg
526,0.03976237028837204,0.0020110213372390717,False,not cat,16,210,128,585,515,0.1945300411519431,118177,0.3610675039246467,8_mask_016.png,8_crop_016.jpg
688,0.11072007566690445,0.0015931718226056546,False,not cat,17,210,128,585,530,0.196734156378277,119516,0.3659281894576012,8_mask_017.png,8_crop_017.jpg
526,0.047263894230127335,0.003637892921688035,False,not cat,18,210,244,458,420,0.1444049382713672,87726,0.3662650602409638,8_mask_018.png,8_crop_018.jpg
586,0.061936601996421814,0.002896679099649191,False,not cat,19,212,244,456,399,0.1403588477363944,85268,0.3708165997322624,8_mask_019.png,8_crop_019.jpg
526,0.05927788466215134,0.0025269064935855567,False,not cat,20,210,244,520,414,0.1397267489709634,84884,0.3708381171067738,8_mask_020.png,8_crop_020.jpg
688,0.07949763536453247,0.002354295284021646,False,not cat,21,212,209,583,434,0.1745893004112352,106063,0.3708487084870848,8_mask_021.png,8_crop_021.jpg
688,0.07120851427316666,0.002124688122421503,False,not cat,22,210,209,585,449,0.1603835390943861,97433,0.3729838709677419,8_mask_022.png,8_crop_022.jpg
739,0.17967632412910461,0.004247463220963255,False,not cat,23,0,0,360,373,0.1178008230450735,71564,0.3773861967694566,8_mask_023.png,8_crop_023.jpg
526,0.049445971846580505,0.0028529657574836165,False,not cat,24,196,151,534,513,0.1651358024688639,100320,0.378827646544182,8_mask_024.png,8_crop_024.jpg
741,0.037957657128572464,0.004748242790810764,False,not cat,25,386,232,276,312,0.0483786008229656,29390,0.3807829181494662,8_mask_025.png,8_crop_025.jpg
526,0.04655228927731514,0.002861310727894306,False,not cat,26,184,151,546,513,0.1498699588474899,91046,0.3831231813773036,8_mask_026.png,8_crop_026.jpg
811,0.03428894653916359,0.0021269286808092147,False,not cat,27,184,105,597,570,0.1768263374482686,107422,0.3884297520661157,8_mask_027.png,8_crop_027.jpg
753,0.07481842488050461,0.003966835385654122,False,not cat,28,144,310,518,354,0.1212526748969197,73661,0.3894993894993895,8_mask_028.png,8_crop_028.jpg
526,0.03905268386006355,0.0031373268575407565,False,not cat,29,184,151,564,524,0.1690074074071292,102672,0.3936,8_mask_029.png,8_crop_029.jpg
782,0.042604610323905945,0.002666924294317141,False,not cat,30,297,0,340,147,0.015759670781867,9574,0.3939393939393939,8_mask_030.png,8_crop_030.jpg
753,0.05167229101061821,0.0038455604517366737,False,not cat,31,184,310,467,354,0.1100098765430288,66831,0.3965744400527009,8_mask_031.png,8_crop_031.jpg
753,0.1090269461274147,0.003731824748683721,False,not cat,32,0,310,677,354,0.113665843621212,69052,0.3992094861660079,8_mask_032.png,8_crop_032.jpg
526,0.07962403446435928,0.0020809411944355816,False,not cat,33,212,105,582,538,0.1990716049379439,120936,0.3993759750390016,8_mask_033.png,8_crop_033.jpg
753,0.07855065912008286,0.0035399073967710137,False,not cat,34,184,332,319,326,0.0581300411521676,35314,0.4009661835748792,8_mask_034.png,8_crop_034.jpg
526,0.06527647376060486,0.0016714778612367809,False,not cat,35,184,105,620,570,0.191713580246598,116466,0.4011220196353436,8_mask_035.png,8_crop_035.jpg
586,0.07514514774084091,0.0021442229044623673,False,not cat,36,306,234,489,409,0.1287209876541091,78198,0.4057279236276849,8_mask_036.png,8_crop_036.jpg
857,0.050787728279829025,0.003050081431865692,False,not cat,37,306,244,367,399,0.1044181069957128,63434,0.4076539101497504,8_mask_037.png,8_crop_037.jpg
586,0.049260687083005905,0.00240299612050876,False,not cat,38,319,232,465,403,0.1191637860080343,72392,0.409043112513144,8_mask_038.png,8_crop_038.jpg
878,0.04698657989501953,0.003611612133681774,False,not cat,39,184,319,467,339,0.0659670781891918,40075,0.4094488188976378,8_mask_039.png,8_crop_039.jpg
526,0.0407327264547348,0.00307251769118011,False,not cat,40,212,234,582,409,0.1734913580244057,105396,0.4095063985374771,8_mask_040.png,8_crop_040.jpg
526,0.029710358008742332,0.002789461228530854,False,not cat,41,296,244,372,399,0.1044592592590873,63459,0.4104938271604938,8_mask_041.png,8_crop_041.jpg
172,0.04636713117361069,0.0038969670131336898,False,not cat,42,161,81,197,292,0.0369613168723671,22454,0.4122137404580153,8_mask_042.png,8_crop_042.jpg
624,0.05217951908707619,0.0016387968207709491,False,not cat,43,184,0,710,658,0.236669958847347,143777,0.4149888143176733,8_mask_043.png,8_crop_043.jpg
526,0.04428110271692276,0.0028949765546713024,False,not cat,44,212,234,583,409,0.1590864197528245,96645,0.4175824175824176,8_mask_044.png,8_crop_044.jpg
754,0.04349944368004799,0.002430009946692735,False,not cat,45,210,150,538,525,0.1572526748968604,95531,0.4177897574123989,8_mask_045.png,8_crop_045.jpg
624,0.061680156737565994,0.0019869460084009916,False,not cat,46,184,0,716,675,0.2649580246909219,160962,0.4211065573770491,8_mask_046.png,8_crop_046.jpg
526,0.04381034895777702,0.0025866601208690554,False,not cat,47,210,213,520,445,0.11911275720145,72361,0.4235588972431077,8_mask_047.png,8_crop_047.jpg
810,0.02817010134458542,0.0030801453976891935,False,not cat,48,234,244,434,399,0.1264131687240717,76796,0.4261363636363636,8_mask_048.png,8_crop_048.jpg
586,0.09411150962114334,0.0021063044550828636,False,not cat,49,306,234,488,409,0.1414995884771333,85961,0.4294294294294294,8_mask_049.png,8_crop_049.jpg
634,0.2974027991294861,0.0030706945108249784,False,not cat,50,504,0,396,675,0.1263325102878578,76747,0.4324817518248175,8_mask_050.png,8_crop_050.jpg
586,0.08898533880710602,0.002026385918725282,False,not cat,51,319,234,465,401,0.1189349794236725,72253,0.4385093167701863,8_mask_051.png,8_crop_051.jpg
568,0.06411190330982208,0.00750379340024665,False,not cat,52,83,46,275,358,0.0593679012344701,36066,0.44,8_mask_052.png,8_crop_052.jpg
587,0.028960417956113815,0.0038926666602492332,False,not cat,53,521,304,263,298,0.0268724279834948,16325,0.4402332361516035,8_mask_053.png,8_crop_053.jpg
630,0.04385334253311157,0.00994586240267381,False,not cat,54,80,551,242,124,0.0197333333333008,11988,0.4444444444444444,8_mask_054.png,8_crop_054.jpg
741,0.062492288649082184,0.007091974723152816,False,not cat,55,510,232,152,312,0.0270189300411077,16414,0.4450261780104712,8_mask_055.png,8_crop_055.jpg
