pred_class,confidence,cat_prob,is_cat,predicted_label,id,x,y,w,h,score,area,energy,mask_file,crop
281,0.1832304745912552,0.28633362893015146,True,cat,0,0,0,900,566,0.5832234000773788,297094,0.128693039559339,5_mask_000.png,5_crop_000.jpg
281,0.1832304745912552,0.28633362893015146,True,cat,1,0,0,900,566,0.6967864153892878,354943,0.1497005988023952,5_mask_001.png,5_crop_001.jpg
281,0.1832304745912552,0.28633362893015146,True,cat,2,0,0,900,566,0.6912269336460714,352111,0.1543057996485061,5_mask_002.png,5_crop_002.jpg
358,0.06013408675789833,0.043948876089416444,False,not cat,3,0,0,869,216,0.1937711032583553,98707,0.1570247933884297,5_mask_003.png,5_crop_003.jpg
358,0.19650237262248993,0.012580037582665682,False,not cat,4,80,0,547,204,0.1215194346287367,61902,0.1656184486373165,5_mask_004.png,5_crop_004.jpg
358,0.17956990003585815,0.018252094741910696,False,not cat,5,0,0,689,211,0.1370337652137082,69805,0.1663865546218487,5_mask_005.png,5_crop_005.jpg
358,0.09705990552902222,0.027409202652052045,False,not cat,6,0,0,797,216,0.1542029839023278,78551,0.1713483146067415,5_mask_006.png,5_crop_006.jpg
281,0.1832304745912552,0.28633362893015146,True,cat,7,0,0,900,566,0.595861798192784,303532,0.1752146669760965,5_mask_007.png,5_crop_007.jpg
358,0.09705990552902222,0.027409202652052045,False,not cat,8,0,0,797,216,0.1717196701998984,87474,0.1766304347826087,5_mask_008.png,5_crop_008.jpg
281,0.1832304745912552,0.28633362893015146,True,cat,9,0,0,900,566,0.3825912838626176,194892,0.1973750630994447,5_mask_009.png,5_crop_009.jpg
358,0.06013408675789833,0.043948876089416444,False,not cat,10,0,0,869,216,0.1762936788375023,89804,0.1974842767295597,5_mask_010.png,5_crop_010.jpg
281,0.21902984380722046,0.32683225127402693,True,cat,11,0,0,900,508,0.4595013741647831,234070,0.2021419009370816,5_mask_011.png,5_crop_011.jpg
281,0.1832304745912552,0.28633362893015146,True,cat,12,0,0,900,566,0.4978896741254458,253625,0.2036420164334887,5_mask_012.png,5_crop_012.jpg
335,0.060165561735630035,0.007593698042910546,False,not cat,13,493,0,395,103,0.0446564585786323,22748,0.2369477911646586,5_mask_013.png,5_crop_013.jpg
281,0.17129236459732056,0.3012272634077817,True,cat,14,0,76,746,490,0.3510365135446583,178818,0.2446264073694984,5_mask_014.png,5_crop_014.jpg
356,0.06248794123530388,0.010036159656010568,False,not cat,15,502,439,296,127,0.037008244994038,18852,0.2511848341232227,5_mask_015.png,5_crop_015.jpg
335,0.08961739391088486,0.006688892957754433,False,not cat,16,493,0,395,114,0.0458676874753712,23365,0.2627450980392157,5_mask_016.png,5_crop_016.jpg
335,0.060165561735630035,0.007593698042910546,False,not cat,17,493,0,395,103,0.0401491951314484,20452,0.2673267326732673,5_mask_017.png,5_crop_017.jpg
358,0.0936264917254448,0.009444299968890846,False,not cat,18,502,439,288,127,0.0377090694934477,19209,0.2773892773892774,5_mask_018.png,5_crop_018.jpg
336,0.07605912536382675,0.004193263244815171,False,not cat,19,668,241,232,301,0.0537161366312255,27363,0.2857142857142857,5_mask_019.png,5_crop_019.jpg
68,0.037963852286338806,0.0033910344063770026,False,not cat,20,493,0,376,95,0.0372340007851644,18967,0.2873563218390804,5_mask_020.png,5_crop_020.jpg
281,0.11192291229963303,0.20301140914671123,True,cat,21,400,37,500,529,0.1689615233604849,86069,0.291951604418727,5_mask_021.png,5_crop_021.jpg
358,0.1518448293209076,0.008906153845600784,False,not cat,22,220,0,577,169,0.0432764036120077,22045,0.2936802973977695,5_mask_022.png,5_crop_022.jpg
275,0.04135165736079216,0.08852273563388735,True,cat,23,0,0,888,277,0.1367020023554442,69636,0.296137339055794,5_mask_023.png,5_crop_023.jpg
281,0.11192291229963303,0.20301140914671123,True,cat,24,400,37,500,529,0.1886788378480787,96113,0.2965027876330461,5_mask_024.png,5_crop_024.jpg
285,0.2864137291908264,0.5421407892135903,True,cat,25,0,105,509,408,0.1645936395756486,83844,0.2982456140350877,5_mask_025.png,5_crop_025.jpg
281,0.2688848376274109,0.528502868139185,True,cat,26,0,79,657,425,0.1803828032976435,91887,0.3003636363636364,5_mask_026.png,5_crop_026.jpg
358,0.09705990552902222,0.027409202652052045,False,not cat,27,0,0,797,216,0.0875795053001814,44613,0.3003802281368821,5_mask_027.png,5_crop_027.jpg
275,0.04135165736079216,0.08852273563388735,True,cat,28,0,0,888,277,0.1066980761678313,54352,0.3013493253373313,5_mask_028.png,5_crop_028.jpg
