id,x,y,w,h,score,area,energy,mask_file,crop
0,0,0,800,554,0.6382265342945889,282862,0.19477337688852592,10_mask_000.png,10_crop_000.jpg
1,0,0,800,554,0.6677955776158218,295967,0.21550387596899226,10_mask_001.png,10_crop_001.jpg
2,0,0,800,554,0.6693343862800782,296649,0.2331288343558282,10_mask_002.png,10_crop_002.jpg
3,0,0,800,554,0.541534296027659,240008,0.2403027436140019,10_mask_003.png,10_crop_003.jpg
4,0,0,800,554,0.6273330324895593,278034,0.24958263772954925,10_mask_004.png,10_crop_004.jpg
5,0,0,800,554,0.5022044223815383,222577,0.27096114519427406,10_mask_005.png,10_crop_005.jpg
6,0,0,800,554,0.5104580324898229,226235,0.27814235234729934,10_mask_006.png,10_crop_006.jpg
7,0,0,800,554,0.496532039710071,220063,0.2807377049180328,10_mask_007.png,10_crop_007.jpg
8,0,0,800,554,0.4780753610097516,211883,0.28121606948968514,10_mask_008.png,10_crop_008.jpg
9,0,0,800,554,0.5204896209374538,230681,0.2817733990147783,10_mask_009.png,10_crop_009.jpg
10,0,0,800,554,0.4553316786993336,201803,0.28247650635710336,10_mask_010.png,10_crop_010.jpg
11,0,0,800,554,0.5153339350168877,228396,0.28316831683168314,10_mask_011.png,10_crop_011.jpg
12,0,0,800,554,0.5186642599266276,229872,0.28655544651619236,10_mask_012.png,10_crop_012.jpg
13,0,0,800,554,0.46963222021554685,208141,0.28663793103448276,10_mask_013.png,10_crop_013.jpg
14,0,0,723,554,0.35238492779703884,156177,0.2871287128712871,10_mask_014.png,10_crop_014.jpg
15,0,0,800,554,0.5358235559554697,237477,0.28912725499756214,10_mask_015.png,10_crop_015.jpg
16,0,0,800,554,0.4499706678690208,199427,0.2903942254303165,10_mask_016.png,10_crop_016.jpg
17,522,0,278,237,0.07318366425976267,32435,0.29218106995884774,10_mask_017.png,10_crop_017.jpg
18,0,0,800,554,0.4234341155225103,187666,0.29453681710213775,10_mask_018.png,10_crop_018.jpg
19,0,0,764,554,0.4347879061362031,192698,0.2956419316843345,10_mask_019.png,10_crop_019.jpg
20,0,0,800,554,0.48319494584728523,214152,0.3047619047619048,10_mask_020.png,10_crop_020.jpg
21,586,0,214,237,0.05282942238255228,23414,0.3048780487804878,10_mask_021.png,10_crop_021.jpg
22,0,0,800,554,0.4579512635368728,202964,0.3063063063063063,10_mask_022.png,10_crop_022.jpg
23,355,0,445,168,0.0877414259925818,38887,0.3067484662576687,10_mask_023.png,10_crop_023.jpg
24,0,126,426,428,0.12438402527047747,55127,0.30879345603271985,10_mask_024.png,10_crop_024.jpg
25,640,206,87,135,0.01503835740068809,6665,0.3103448275862069,10_mask_025.png,10_crop_025.jpg
26,61,0,739,554,0.37602436823019847,166654,0.31202223766504517,10_mask_026.png,10_crop_026.jpg
27,0,0,800,554,0.40716606498103075,180456,0.3121098626716604,10_mask_027.png,10_crop_027.jpg
28,0,0,800,554,0.4832468411541443,214175,0.3127001067235859,10_mask_028.png,10_crop_028.jpg
29,0,0,800,554,0.48352888086533496,214300,0.31303418803418803,10_mask_029.png,10_crop_029.jpg
30,0,0,700,554,0.3150315884469426,139622,0.31314741035856575,10_mask_030.png,10_crop_030.jpg
31,0,0,800,554,0.48738041516135516,216007,0.3170731707317073,10_mask_031.png,10_crop_031.jpg
32,0,0,723,554,0.29606723826648,131217,0.318606627017842,10_mask_032.png,10_crop_032.jpg
33,0,0,800,554,0.4679377256307131,207390,0.31900826446280994,10_mask_033.png,10_crop_033.jpg
34,0,0,800,554,0.462592509024227,205021,0.31936017650303367,10_mask_034.png,10_crop_034.jpg
35,0,8,700,546,0.2775383574000958,123005,0.3205828779599271,10_mask_035.png,10_crop_035.jpg
36,0,153,382,401,0.11049187725606838,48970,0.32075471698113206,10_mask_036.png,10_crop_036.jpg
37,174,0,626,554,0.35730595667789417,158358,0.32083958020989506,10_mask_037.png,10_crop_037.jpg
38,0,0,800,554,0.4468704873636126,198053,0.32102908277404923,10_mask_038.png,10_crop_038.jpg
39,586,0,214,173,0.04294675090243017,19034,0.323943661971831,10_mask_039.png,10_crop_039.jpg
40,0,0,745,554,0.38672382671392885,171396,0.3245382585751979,10_mask_040.png,10_crop_040.jpg
41,391,0,409,237,0.0874052346568425,38738,0.3269230769230769,10_mask_041.png,10_crop_041.jpg
42,0,0,700,554,0.26662003610048146,118166,0.3270852858481724,10_mask_042.png,10_crop_042.jpg
43,0,0,756,554,0.398152075811376,176461,0.3273885350318471,10_mask_043.png,10_crop_043.jpg
44,0,0,800,554,0.38210288808578047,169348,0.327720207253886,10_mask_044.png,10_crop_044.jpg
45,36,0,764,554,0.4498736462083712,199384,0.3282798833819242,10_mask_045.png,10_crop_045.jpg
46,0,0,800,554,0.42076037906042246,186481,0.32923832923832924,10_mask_046.png,10_crop_046.jpg
47,0,0,800,554,0.5067870036089648,224608,0.3313222724987431,10_mask_047.png,10_crop_047.jpg
48,0,8,569,546,0.2294494584832368,101692,0.3319103521878335,10_mask_048.png,10_crop_048.jpg
49,0,0,779,554,0.37015117328436337,164051,0.3328631875881523,10_mask_049.png,10_crop_049.jpg
50,586,0,214,237,0.04734431407931556,20983,0.3333333333333333,10_mask_050.png,10_crop_050.jpg
51,0,0,800,554,0.40270532490883865,178479,0.3333333333333333,10_mask_051.png,10_crop_051.jpg
52,0,126,569,428,0.16616425992742292,73644,0.3353846153846154,10_mask_052.png,10_crop_052.jpg
53,0,0,800,554,0.4281362815874816,189750,0.336996336996337,10_mask_053.png,10_crop_053.jpg
54,0,126,603,428,0.20460514440387048,90681,0.3375796178343949,10_mask_054.png,10_crop_054.jpg
55,0,0,800,554,0.4103971119124314,181888,0.337888198757764,10_mask_055.png,10_crop_055.jpg
56,0,0,800,554,0.4432310469304079,196440,0.3406848520023215,10_mask_056.png,10_crop_056.jpg
57,0,0,700,554,0.2409273465698535,106779,0.3409090909090909,10_mask_057.png,10_crop_057.jpg
58,0,0,723,554,0.27547608303186943,122091,0.34278122232063774,10_mask_058.png,10_crop_058.jpg
59,640,206,87,135,0.013355144404301996,5919,0.34545454545454546,10_mask_059.png,10_crop_059.jpg
60,0,0,800,554,0.4992757220205341,221279,0.3461738677771994,10_mask_060.png,10_crop_060.jpg
61,538,0,262,173,0.05469765342947947,24242,0.3473684210526316,10_mask_061.png,10_crop_061.jpg
62,36,0,764,554,0.3669878158836485,162649,0.35306553911205074,10_mask_062.png,10_crop_062.jpg
63,0,126,700,428,0.19526624548692403,86542,0.35348226018396844,10_mask_063.png,10_crop_063.jpg
64,61,0,739,554,0.3890342960280031,172420,0.3560454241816967,10_mask_064.png,10_crop_064.jpg
65,0,0,723,554,0.24818817689474687,109997,0.35671342685370744,10_mask_065.png,10_crop_065.jpg
66,61,0,739,554,0.3113989169668064,138012,0.3572593800978793,10_mask_066.png,10_crop_066.jpg
67,559,0,241,237,0.06067915162441182,26893,0.36082474226804123,10_mask_067.png,10_crop_067.jpg
68,0,0,800,554,0.46186597472819974,204699,0.3608815426997245,10_mask_068.png,10_crop_068.jpg
69,0,0,800,554,0.4199593862806409,186126,0.36457699330493,10_mask_069.png,10_crop_069.jpg
70,0,0,800,554,0.40696976534204204,180369,0.3648393194706994,10_mask_070.png,10_crop_070.jpg
71,0,0,800,554,0.47806633573899354,211879,0.3650107991360691,10_mask_071.png,10_crop_071.jpg
72,0,126,569,428,0.17745712996349852,78649,0.36507936507936506,10_mask_072.png,10_crop_072.jpg
73,0,0,800,554,0.37989169675004536,168368,0.3666001330671989,10_mask_073.png,10_crop_073.jpg
74,586,0,214,173,0.042987364620841635,19052,0.3669064748201439,10_mask_074.png,10_crop_074.jpg
75,0,0,800,554,0.39314981949369776,174244,0.37176165803108807,10_mask_075.png,10_crop_075.jpg
76,0,0,800,554,0.40978564981856996,181617,0.37361282367447596,10_mask_076.png,10_crop_076.jpg
77,0,0,800,554,0.3946480144395428,174908,0.37394685677252104,10_mask_077.png,10_crop_077.jpg
78,0,0,800,554,0.3855618231038232,170881,0.3745173745173745,10_mask_078.png,10_crop_078.jpg
79,0,0,800,554,0.41884476534201526,185632,0.37492279184681904,10_mask_079.png,10_crop_079.jpg
80,0,0,800,554,0.4690884476523712,207900,0.37591036414565826,10_mask_080.png,10_crop_080.jpg
81,0,0,800,554,0.4136439530676587,183327,0.375980687990344,10_mask_081.png,10_crop_081.jpg
82,0,0,800,554,0.36550315884394063,161991,0.3798767967145791,10_mask_082.png,10_crop_082.jpg
83,66,0,657,554,0.18530460288766853,82127,0.381389252948886,10_mask_083.png,10_crop_083.jpg
84,0,0,800,554,0.3780573104684611,167555,0.38156996587030717,10_mask_084.png,10_crop_084.jpg
85,61,0,718,554,0.28534296028816486,126464,0.3829596412556054,10_mask_085.png,10_crop_085.jpg
86,0,0,800,554,0.4593682310458949,203592,0.38496583143507973,10_mask_086.png,10_crop_086.jpg
87,0,0,800,554,0.34840929602809473,154415,0.3864942528735632,10_mask_087.png,10_crop_087.jpg
88,0,0,800,554,0.3400812274360558,150724,0.38694992412746587,10_mask_088.png,10_crop_088.jpg
89,61,0,739,554,0.31112138989099475,137889,0.38974776240846215,10_mask_089.png,10_crop_089.jpg
90,0,0,800,554,0.4598398014430058,203801,0.3918390162101733,10_mask_090.png,10_crop_090.jpg
91,0,0,800,554,0.43529783393403587,192924,0.39193257074051774,10_mask_091.png,10_crop_091.jpg
92,522,0,278,329,0.07623871841138033,33789,0.3953488372093023,10_mask_092.png,10_crop_092.jpg
93,0,0,800,554,0.38708483754425294,171556,0.39590218109715797,10_mask_093.png,10_crop_093.jpg
94,0,0,800,554,0.40396660649728344,179038,0.3962025316455696,10_mask_094.png,10_crop_094.jpg
95,528,87,272,467,0.10255640794200686,45453,0.3979591836734694,10_mask_095.png,10_crop_095.jpg
96,612,206,188,297,0.057396209386152086,25438,0.3991031390134529,10_mask_096.png,10_crop_096.jpg
97,685,0,115,173,0.01892599277974069,8388,0.4,10_mask_097.png,10_crop_097.jpg
98,0,0,800,554,0.4456994584827489,197534,0.4058721934369603,10_mask_098.png,10_crop_098.jpg
99,612,206,136,263,0.028564981949394032,12660,0.4067796610169492,10_mask_099.png,10_crop_099.jpg
100,0,0,800,554,0.3650744584829308,161801,0.4103641456582633,10_mask_100.png,10_crop_100.jpg
101,0,0,800,554,0.3355460288801093,148714,0.41098901098901097,10_mask_101.png,10_crop_101.jpg
102,0,0,800,554,0.3610537003601962,160019,0.41304347826086957,10_mask_102.png,10_crop_102.jpg
103,0,0,800,554,0.4321074007210467,191510,0.41371158392434987,10_mask_103.png,10_crop_103.jpg
104,0,0,800,554,0.41159972924094856,182421,0.41405269761606023,10_mask_104.png,10_crop_104.jpg
105,0,0,800,554,0.36343185920495613,161073,0.4140845070422535,10_mask_105.png,10_crop_105.jpg
106,61,0,718,554,0.286944945847728,127174,0.4146341463414634,10_mask_106.png,10_crop_106.jpg
107,0,0,800,554,0.2894111010823795,128267,0.4147186147186147,10_mask_107.png,10_crop_107.jpg
108,0,0,800,554,0.3934882671471266,174394,0.4170984455958549,10_mask_108.png,10_crop_108.jpg
109,723,0,77,98,0.011252256317664142,4987,0.41935483870967744,10_mask_109.png,10_crop_109.jpg
110,0,0,800,554,0.3401985559559111,150776,0.4197802197802198,10_mask_110.png,10_crop_110.jpg
111,91,0,709,462,0.22658844765291836,100424,0.42394822006472493,10_mask_111.png,10_crop_111.jpg
112,0,0,800,554,0.31065433212926297,137682,0.42649434571890144,10_mask_112.png,10_crop_112.jpg
113,0,0,800,554,0.3183641696743719,141099,0.42697525937749403,10_mask_113.png,10_crop_113.jpg
114,0,0,800,554,0.2961191335733391,131240,0.42759795570698467,10_mask_114.png,10_crop_114.jpg
115,36,0,764,554,0.36895983754429384,163523,0.428169014084507,10_mask_115.png,10_crop_115.jpg
116,0,0,800,554,0.358481498194137,158879,0.42857142857142855,10_mask_116.png,10_crop_116.jpg
117,640,206,87,135,0.01181182310466649,5235,0.42857142857142855,10_mask_117.png,10_crop_117.jpg
118,567,87,233,467,0.09704873646187488,43012,0.4301369863013699,10_mask_118.png,10_crop_118.jpg
119,0,0,800,554,0.2908100180498854,128887,0.43029259896729777,10_mask_119.png,10_crop_119.jpg
120,0,0,800,554,0.2714936823098567,120326,0.4322820037105751,10_mask_120.png,10_crop_120.jpg
121,0,0,800,554,0.31521209386210464,139702,0.43230016313213704,10_mask_121.png,10_crop_121.jpg
122,35,0,102,190,0.01818817689526582,8061,0.43283582089552236,10_mask_122.png,10_crop_122.jpg
